4677244 -32768.00000 -32768.00000 32768.0 4 952.09998 880.09998 3064.0 0
4677245 -32768.00000 -32768.00000 32768.0 0 952.20001 880.20001 3064.0 0
4677246 -32768.00000 -32768.00000 32768.0 0 952.50000 880.29999 3064.0 0
4677247 -32768.00000 -32768.00000 32768.0 0 952.90002 879.50000 3062.0 0
4677248 -32768.00000 -32768.00000 32768.0 0 953.29999 878.59998 3062.0 0
4677249 -32768.00000 -32768.00000 32768.0 0 953.29999 877.70001 3061.0 0
4677250 -32768.00000 -32768.00000 32768.0 0 953.29999 878.20001 3061.0 0
4677251 -32768.00000 -32768.00000 32768.0 0 953.29999 878.90002 3061.0 0
4677252 -32768.00000 -32768.00000 32768.0 0 953.29999 879.40002 3060.0 0
4677253 -32768.00000 -32768.00000 32768.0 0 953.29999 879.59998 3058.0 0
4677254 -32768.00000 -32768.00000 32768.0 0 953.40002 879.79999 3057.0 0
4677255 -32768.00000 -32768.00000 32768.0 0 953.50000 879.50000 3055.0 0
4677256 -32768.00000 -32768.00000 32768.0 0 953.50000 878.90002 3056.0 0
4677257 -32768.00000 -32768.00000 32768.0 0 953.40002 878.29999 3055.0 0
4677258 -32768.00000 -32768.00000 32768.0 0 953.29999 878.29999 3054.0 0
4677259 -32768.00000 -32768.00000 32768.0 0 953.40002 878.29999 3056.0 0
4677260 -32768.00000 -32768.00000 32768.0 0 953.90002 878.50000 3057.0 0
4677261 -32768.00000 -32768.00000 32768.0 0 954.40002 878.59998 3059.0 0
4677262 -32768.00000 -32768.00000 32768.0 0 954.79999 878.20001 3061.0 0
4677263 -32768.00000 -32768.00000 32768.0 0 955.00000 877.09998 3066.0 0
4677264 -32768.00000 -32768.00000 32768.0 0 955.00000 875.90002 3070.0 0
4677265 -32768.00000 -32768.00000 32768.0 0 955.00000 875.90002 3073.0 0
4677266 -32768.00000 -32768.00000 32768.0 0 954.90002 876.90002 3072.0 0
4677267 -32768.00000 -32768.00000 32768.0 0 954.90002 877.90002 3070.0 0
4677268 -32768.00000 -32768.00000 32768.0 0 954.70001 878.09998 3068.0 0
4677269 -32768.00000 -32768.00000 32768.0 0 954.59998 877.79999 3067.0 0
4677270 -32768.00000 -32768.00000 32768.0 0 954.40002 877.59998 3067.0 0
4677271 -32768.00000 -32768.00000 32768.0 0 954.09998 877.59998 3068.0 0
4677272 -32768.00000 -32768.00000 32768.0 0 953.90002 877.59998 3069.0 0
4677273 -32768.00000 -32768.00000 32768.0 0 953.40002 877.50000 3069.0 0
4677274 -32768.00000 -32768.00000 32768.0 0 953.29999 876.79999 3070.0 0
4677275 -32768.00000 -32768.00000 32768.0 0 953.50000 876.09998 3071.0 0
4677276 -32768.00000 -32768.00000 32768.0 0 953.70001 875.50000 3073.0 0
4677277 -32768.00000 -32768.00000 32768.0 0 953.90002 876.09998 3074.0 0
4677278 -32768.00000 -32768.00000 32768.0 0 953.70001 876.79999 3074.0 0
4677279 -32768.00000 -32768.00000 32768.0 0 953.59998 877.09998 3074.0 0
4677280 -32768.00000 -32768.00000 32768.0 0 953.59998 876.70001 3074.0 0
4677281 -32768.00000 -32768.00000 32768.0 0 953.70001 876.29999 3074.0 0
