2	 4	 1	 1	 1	    1	 10	 9	 4	 NaN	    4	 3	 0	 3	 3.4764	    -6.8529	 7.8585	 -3.1056	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 4.8955	    6.1991	 13.9471	 13.9363	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 2.5422	    1	 0.0200	 0	 3.307150e+03	 3.308076e+03	    3310.6178
2	 4	 1	 2	 1	    1	 10	 9	 4	 NaN	    4	 4	 0	 4	 -7.4543	    3.4746	 5.7184	 -1.9262	 -3.5865	 NaN	    NaN	 NaN	 NaN	 NaN	 16.0009	    18.2191	 8.8104	 4.6846	 19.1268	 NaN	    NaN	 NaN	 NaN	 NaN	 5.4928	    1	 0.0400	 0	 3.316194e+03	 3.317086e+03	    3320.0364
2	 4	 1	 3	 1	    1	 10	 9	 3	 NaN	    3	 5	 0	 5	 -5.8201	    -6.0884	 2.8943	 3.7494	 1.3200	 -6.1222	    NaN	 NaN	 NaN	 NaN	 9.3062	    4.2270	 6.6469	 19.8934	 13.5073	 15.1063	    NaN	 NaN	 NaN	 NaN	 10.6854	    1	 0.0200	 1	 3.326038e+03	 3.326896e+03	    3332.0887
2	 4	 1	 4	 1	    1	 10	 9	 3	 NaN	    3	 7	 0	 7	 3.5628	    -5.1208	 -1.9459	 6.4947	 -3.2649	 7.1763	    1.8486	 -5.1953	 NaN	 NaN	 13.5908	    10.5125	 14.6751	 17.3254	 19.5051	 9.6852	    4.4523	 5.4957	 NaN	 NaN	 11.6856	    1	 0.0400	 0	 3.337731e+03	 3.338265e+03	    3339.2651
2	 4	 1	 5	 1	    1	 10	 9	 3	 NaN	    3	 1	 0	 1	 4.5843	    -1.9573	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 16.9998	    5.1081	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 12.6941	    1	 0.0600	 0	 3.343949e+03	 3.344925e+03	    3345.9331
2	 4	 1	 6	 1	    2	 10	 9	 1	 NaN	    1	 0	 5	 5	 7.3239	    -4.7920	 -7.7968	 6.9748	 -4.8471	 0.0531	    NaN	 NaN	 NaN	 NaN	 15.4446	    17.3598	 8.9845	 19.9167	 5.6588	 4.2131	    NaN	 NaN	 NaN	 NaN	 13.9860	    1	 0.0800	 0	 3.352043e+03	 3.352843e+03	    3354.1347
2	 4	 1	 7	 1	    1	 10	 9	 3	 NaN	    3	 8	 0	 8	 -0.8801	    5.3880	 4.7304	 0.1135	 -5.7902	 -6.1222	    6.9748	 -0.6775	 -7.6874	 NaN	 13.8509	    17.6885	 5.2905	 18.1193	 15.1012	 8.5388	    10.0777	 4.4959	 18.6948	 NaN	 18.0118	    1	 0.1000	 0	 3.358969e+03	 3.359936e+03	    3363.9616
2	 4	 1	 8	 1	    2	 10	 9	 2	 NaN	    1	 0	 1	 1	 -3.2442	    5.5942	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 15.5909	    10.0239	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 19.4204	    0	 0.0800	 0	 3.371972e+03	 3.372930e+03	    3374.3387
2	 4	 1	 9	 1	    2	 10	 9	 4	 NaN	    3	 0	 2	 2	 6.8214	    -4.1205	 -1.3646	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 5.0648	    19.2984	 5.1375	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 24.1213	    0	 0.0600	 0	 3.381773e+03	 3.382632e+03	    3387.3329
2	 4	 1	 10	 1	    2	 10	 9	 4	 NaN	    4	 0	 8	 8	 7.5266	    -5.2370	 7.4390	 -6.4867	 7.2878	 1.4887	    -2.9256	 -7.7029	 1.0587	 NaN	 16.2803	    18.1822	 4.1654	 5.1389	 11.3641	 15.3234	    13.8178	 10.6865	 4.5419	 NaN	 25.6299	    1	 0.0800	 0	 3.392976e+03	 3.393592e+03	    3395.1010
