1862180 -32768.00000 -32768.00000 32768.0 4 915.59998 915.20001 2657.0 0
1862181 -32768.00000 -32768.00000 32768.0 0 915.70001 915.40002 2658.0 0
1862182 -32768.00000 -32768.00000 32768.0 0 915.90002 915.79999 2658.0 0
1862183 -32768.00000 -32768.00000 32768.0 0 916.09998 916.09998 2658.0 0
1862184 -32768.00000 -32768.00000 32768.0 0 916.09998 915.79999 2659.0 0
1862185 -32768.00000 -32768.00000 32768.0 0 916.09998 915.20001 2661.0 0
1862186 -32768.00000 -32768.00000 32768.0 0 916.00000 914.59998 2663.0 0
1862187 -32768.00000 -32768.00000 32768.0 0 916.09998 914.59998 2662.0 0
1862188 -32768.00000 -32768.00000 32768.0 0 916.09998 914.59998 2662.0 0
1862189 -32768.00000 -32768.00000 32768.0 0 916.09998 914.70001 2661.0 0
1862190 -32768.00000 -32768.00000 32768.0 0 916.09998 915.20001 2660.0 0
1862191 -32768.00000 -32768.00000 32768.0 0 915.90002 915.59998 2660.0 0
1862192 -32768.00000 -32768.00000 32768.0 0 915.70001 916.09998 2659.0 0
1862193 -32768.00000 -32768.00000 32768.0 0 915.40002 916.59998 2659.0 0
1862194 -32768.00000 -32768.00000 32768.0 0 915.40002 917.20001 2659.0 0
1862195 -32768.00000 -32768.00000 32768.0 0 915.50000 917.79999 2661.0 0
1862196 -32768.00000 -32768.00000 32768.0 0 915.70001 918.00000 2663.0 0
1862197 -32768.00000 -32768.00000 32768.0 0 915.79999 918.20001 2664.0 0
1862198 -32768.00000 -32768.00000 32768.0 0 915.70001 917.79999 2663.0 0
1862199 -32768.00000 -32768.00000 32768.0 0 915.59998 917.09998 2662.0 0
1862200 -32768.00000 -32768.00000 32768.0 0 915.29999 916.29999 2662.0 0
1862201 -32768.00000 -32768.00000 32768.0 0 915.09998 916.09998 2663.0 0
1862202 -32768.00000 -32768.00000 32768.0 0 915.09998 915.90002 2663.0 0
1862203 -32768.00000 -32768.00000 32768.0 0 915.50000 916.00000 2664.0 0
1862204 -32768.00000 -32768.00000 32768.0 0 915.79999 916.20001 2664.0 0
1862205 -32768.00000 -32768.00000 32768.0 0 916.00000 916.40002 2665.0 0
1862206 -32768.00000 -32768.00000 32768.0 0 916.09998 916.20001 2665.0 0
1862207 -32768.00000 -32768.00000 32768.0 0 916.00000 916.09998 2665.0 0
1862208 -32768.00000 -32768.00000 32768.0 0 915.79999 916.09998 2667.0 0
1862209 -32768.00000 -32768.00000 32768.0 0 915.40002 916.09998 2668.0 0
1862210 -32768.00000 -32768.00000 32768.0 0 915.09998 916.59998 2670.0 0
