EyeLink specific 1,EyeLink specific 2,Timestamp fixation cross onset,Timestamp stimuli onset,Timestamp response
,,,0,2887.52293587
,,,0,2401.64709091
,,,0,4083.25409889
,,,0,2229.08115387
,,,0,2401.89814568
,,,0,1817.67201424
,,,0,3117.98381805
,,,0,3033.73503685
,,,0,2518.94497871
,,,0,1419.45004463
,,,0,2375.7019043
,,,0,1334.60497856
,,,0,3123.47388268
,,,0,5917.42610931
,,,0,2469.56706047
,,,0,1686.39302254
,,,0,1369.61197853
,,,0,1772.05395699
,,,0,3117.92898178
,,,0,2731.34589195
,,,0,3595.38412094
,,,0,1746.57988548
,,,0,3406.56614304
,,,0,3911.26799583
,,,0,4025.77900887
,,,0,2427.88600922
,,,0,2089.66803551
,,,0,1939.71514702
,,,0,4395.45798302
,,,0,5439.73684311
,,,0,1628.40104103
,,,0,1506.06107712
,,,0,1463.10710907
,,,0,3319.74196434
,,,0,3296.23699188
,,,0,1341.20607376
,,,0,3793.7040329
,,,0,1507.9369545
,,,0,3778.81407738
,,,0,1494.22192574
,,,0,1603.74593735
,,,0,2501.101017
,,,0,2062.08920479
,,,0,2867.67101288
,,,0,1599.54500198
,,,0,1608.72292519
,,,0,2017.22002029
,,,0,1598.93202782
,,,0,1993.54887009
,,,0,1468.57714653
,,,0,2231.92620277
,,,0,1925.82988739
,,,0,1421.65589333
,,,0,1869.91596222
,,,0,2866.31798744
,,,0,1813.94505501
,,,0,2765.37203789
,,,0,1290.47703743
,,,0,1658.97607803
,,,0,2109.51113701
,,,0,1425.49204826
,,,0,1318.09401512
,,,0,1792.93608665
,,,0,1593.99700165
,,,0,2149.41596985
,,,0,4588.75417709
,,,0,2116.02807045
,,,0,1421.86903954
,,,0,2241.26505852
,,,0,1232.2010994
,,,0,1443.99595261
,,,0,2440.8800602
,,,0,4126.28507614
,,,0,2605.70216179
,,,0,1751.17897987
,,,0,3602.6661396
,,,0,3322.99804688
,,,0,2022.66693115
,,,0,3772.67599106
,,,0,2584.78093147
,,,0,6735.66198349
,,,0,4941.73407555
,,,0,1617.42711067
,,,0,1844.36106682
,,,0,1491.44411087
,,,0,1684.59391594
,,,0,3458.08005333
,,,0,1508.08215141
,,,0,1883.08286667
,,,0,3650.65383911
,,,0,1658.31398964
,,,0,3244.01712418
,,,0,1457.18502998
,,,0,1967.82016754
,,,0,2914.75105286
,,,0,2474.93600845
,,,0,5253.09896469
,,,0,1408.5829258
,,,0,5578.13000679
,,,0,1235.88895798
,,,0,1703.13000679
,,,0,4634.12690163
,,,0,2000.92315674
,,,0,1613.02304268
,,,0,1823.9171505
,,,0,4508.58306885
,,,0,1739.44282532
,,,0,3140.88988304
,,,0,1685.15396118
,,,0,1492.06805229
,,,0,2263.14401627
,,,0,2719.19393539
,,,0,2784.06000137
,,,0,4253.39698792
,,,0,2469.7740078
,,,0,3469.43283081
,,,0,3225.28195381
,,,0,1602.17213631
,,,0,3861.06395721
,,,0,2961.94386482
,,,0,9165.76910019
,,,0,1720.63708305
,,,0,6091.89486504
,,,0,1623.8219738
,,,0,1793.69997978
,,,0,2427.01101303
,,,0,3240.59891701
,,,0,2609.47299004
,,,0,2515.43593407
,,,0,4708.15491676
,,,0,1659.31487083
,,,0,2960.65688133
,,,0,2350.59285164
,,,0,1578.05800438
,,,0,3561.13505363
,,,0,1557.17897415
,,,0,1556.36000633
,,,0,1699.18394089
,,,0,3588.79709244
,,,0,1613.16394806
,,,0,1391.507864
,,,0,1455.18398285
,,,0,1545.79019547
,,,0,1513.14091682
,,,0,3427.35004425
,,,0,1456.35199547
,,,0,3123.62790108
,,,0,2292.60587692
,,,0,3116.89591408
,,,0,1623.14295769
,,,0,3097.14603424
,,,0,1707.49592781
,,,0,2713.39297295
,,,0,2671.99397087
,,,0,2664.57009315
,,,0,2942.79503822
,,,0,1550.46606064
,,,0,3818.39799881
,,,0,1444.32878494
,,,0,3435.84799767
,,,0,1906.75711632
,,,0,3215.37089348
,,,0,2406.8300724
,,,0,2415.19713402
,,,0,2374.64690208
,,,0,1584.65409279
,,,0,1610.56399345
,,,0,1598.83713722
,,,0,1643.04113388
,,,0,4040.80414772
,,,0,2456.95090294
,,,0,2573.08721542
,,,0,2794.33488846
,,,0,2697.75104523
,,,0,4522.01104164
,,,0,5128.72195244
,,,0,1223.87099266
,,,0,2705.64293861
,,,0,4124.56583977
,,,0,2576.40504837
,,,0,1778.94115448
,,,0,1510.65587997
,,,0,1642.85802841
,,,0,2358.59012604
,,,0,1824.03492928
,,,0,3369.96483803
,,,0,4020.65896988
,,,0,1705.04617691
,,,0,3848.22201729
,,,0,2853.14893723
