double_visual,double_manual
0.127516535623004,0.283394667175761
6.67489834238477e-08,0.843625812699884
0.307118656015468,3.33206469360636e-08
0.729383278500595,0.269749102440356
2.4999999988548,0.271833431995043
0.689030109624003,0.0714458908152577
0.875974774571647,0.343756115009514
0.611946635112595,0.192827924879846
0.463639541161642,3.51434750606172e-07
1.0390885388398,0.317200181939733
0.69266804373151,0.319425327160167
0.752851706534334,0.467391637606184
1.09980569855499,0.256336389423928
0.00224466597210121,0.385802285668309
0.416593280182472,2.37576189138222e-07
1.01959978562611,0.231344148140699
0.524802411255748,0.315842470314653
0.430065764089911,0.184819294611513
0.48971697194729,0.155861857487154
