first_double_visual,second_double_visual,first_double_manual,second_double_manual,trans_first_double_visual,trans_second_double_visual,trans_first_double_manual,trans_second_double_manual
0.506318681318681,0.515095398428732,0.979076479076479,0.975678733031674,0.791717012913542,0.800495855970187,1.42563743840278,1.41420437311448
0.509215229215229,0.604018358185025,0.908754208754209,0.87037037037037,0.794613914400045,0.890181828734224,1.2639338377119,1.20248432578533
0.866616161616162,0.849163822074039,0.866013071895425,0.891774891774892,1.19692987149677,1.1719273680831,1.19604379258384,1.23557747543456
0.424167247538895,0.763100989187946,0.854678362573099,0.833812615955473,0.709271636906421,1.06246215845965,1.17969073764116,1.1509053870577
0.664925609370054,0.678669737405772,0.856209150326797,0.843962585034014,0.953471147919782,0.968107028381795,1.18186730554152,1.16471136981067
0.579797029988601,0.854793137619225,0.915277777777778,0.894642857142857,0.865537877722104,1.17985360054747,1.27545039610836,1.24022058529071
0.467661010764459,0.67130153556927,0.855847953216374,0.865351909994767,0.753036584648464,0.96024129305118,1.18135286872964,1.19507432677907
0.458447043534763,0.698595848595849,0.837690631808279,0.875850340136054,0.743797226101211,0.98962555228698,1.15613894810843,1.21071667728626
0.500901875901876,0.524470899470899,0.655555555555556,0.591490299823633,0.78630003978837,0.809878842603074,0.943579133397324,0.877406857255812
0.496936909038358,0.758588455291354,0.892883079157589,0.908653846153846,0.782335053275796,1.05717275399477,1.23736508490039,1.26375961495213
0.488843666621444,0.61507896290505,0.811948171081298,0.837434973989596,0.7742409041052,0.901518144553438,1.12225742250501,1.15579238871111
0.643866548923308,0.748012807816729,0.836009669343003,0.786309523809524,0.931327659487879,1.04490596316792,1.15386431089148,1.09024664336953
0.606529790660225,0.670874694907203,0.848220769789397,0.879166666666667,0.892750852916477,0.959787031213938,1.17061153559023,1.21577443322982
0.368267534934202,0.746666216231434,0.786201888162672,0.802659525348601,0.652092021464969,1.04335650945882,1.09011536385487,1.11048147960356
0.50884109916368,0.746065721717896,0.822222222222222,0.808163265306122,0.794239723335841,1.04266642946151,1.13554641981793,1.11743284417839
0.512829596597712,0.650854106060056,0.802469135802469,0.84375,0.798229168234418,0.938640089563799,1.11024233511357,1.16441854611057
0.552116402116402,0.889211159211159,0.795570079883805,0.810675039246468,0.837609399473558,1.23147247209839,1.10163401457342,1.12063046017129
0.576609686609687,0.773709556286283,0.871732026143791,0.92133263561835,0.862310812042748,1.0750367120663,1.20451578560414,1.28650527525771
