first_double_visual,second_double_visual,first_double_manual,second_double_manual,trans_first_double_visual,trans_second_double_visual,trans_first_double_manual,trans_second_double_manual
0.919464794464794,0.450537117203784,0.226551226551227,0.214275614091791,1.28305487878463,0.735854246738018,0.496071172401103,0.481263066310286
0.860547785547785,0.438188231521565,0.228956228956229,0.169091710758377,1.18808931653936,0.723427859594943,0.49893849270146,0.423778482748936
0.483131313131313,0.349775409489032,0.255718954248366,0.0962323390894819,0.768526274869517,0.632816384119556,0.5301776566495,0.315417473709679
0.84036102963306,0.38603481328119,0.183918128654971,0.13358843537415,1.15977210039965,0.670422375915477,0.443226882155505,0.374167245326419
0.945394112060779,0.50219090198226,0.152777777777778,0.0684008451865595,1.33493656749845,0.787589072390731,0.401574402693433,0.264612787281249
0.685935640916484,0.423915302278474,0.206944444444444,0.247957251082251,0.975910192735701,0.709016733020858,0.472272798290145,0.521236782500412
0.791717541717542,0.409038048639498,0.210648148148148,0.205555555555556,1.09687409496253,0.693926837911485,0.476829016396259,0.470556474546659
0.879462385209512,0.388082503139711,0.147953216374269,0.139455782312925,1.21622832155628,0.672524395240406,0.394825231606292,0.382712159877688
0.907829759584146,0.412942612942613,0.123093681917211,0.138815526210484,1.2623322971141,0.697894793667442,0.358475545035036,0.381787169069766
0.854365079365079,0.430511463844797,0.433333333333333,0.377513227513228,1.17924646809046,0.715683969509258,0.718532368692478,0.661651960403111
0.870746246060256,0.450168106182599,0.227305737109659,0.145250582750583,1.20304418434904,0.735483403021577,0.496971874384548,0.391004770650907
0.804420928865373,0.449423764641156,0.211176088369071,0.198779511804722,1.11269808921089,0.734735280647997,0.477476071662907,0.46212024675611
0.745968456494772,0.315462279187769,0.246725496725497,0.0567460317460317,1.04255470430871,0.596391147012346,0.519809378188019,0.240526760566864
0.94402576489533,0.451007010991531,0.27923021060276,0.162301587301587,1.33194291394275,0.736326434707831,0.556741237293108,0.414646827777865
0.901958124180346,0.382106058193015,0.206744734931009,0.139517625231911,1.25232366220928,0.66638354772914,0.472026269558792,0.38280141122658
0.883393070489845,0.500143182099704,0.269590643274854,0.185823560193308,1.22230781227279,0.785541345499109,0.545939424505671,0.445681123259416
0.859735125314836,0.37137280784306,0.155945419103314,0.0807291666666667,1.18691779577281,0.655308222180205,0.405958187558861,0.288097641455125
0.720634920634921,0.406992701340527,0.233115468409586,0.149869178440607,1.01390478576717,0.691845972773489,0.503872446857856,0.39751619535913
0.698190883190883,0.509058410803935,0.125816993464052,0.103402946260089,0.989184370624451,0.794457069798682,0.362600578059193,0.327379996714983
