Timestamp Saccade Onset,Timestamp Saccade Offset,Exclude from Anlysis,Timestamp Saccade Onset (2),X coordinate saccade onset,Y coordinate saccade onset,Timestamp Saccade Offset (2),X coordinate saccade offset,Y coordinate saccade offset,Saccade duration,Saccade latency,Movement,Mean horizonal position,Std horizonal position,Mean vertical position,Std vertical position,Trial #
,5549.831867218018,0,,0.0,-6.72,5549.831867218018,-5.26,-3.02,,,1,-5.26,0,-3.02,0,1
5565.523862838745,6216.195821762085,0,5565.523862838745,-5.26,-3.02,6216.195821762085,-5.26,-3.02,650.6719589233398,15.691995620727539,1,-5.26,0,-3.02,0,1
6315.670967102051,17601.63187980652,0,6315.670967102051,-5.26,-3.02,17601.63187980652,-1.3,-1.22,11285.960912704468,99.47514533996582,1,-1.3,0,-1.22,0,1
18669.087886810303,25567.168951034546,0,18669.087886810303,-1.3,-1.22,25567.168951034546,-1.28,3.14,6898.081064224243,1067.4560070037842,1,-1.28,0,3.14,0,1
25733.844995498657,,1,25733.844995498657,-1.28,3.14,,,,,166.67604446411133,1,,0,,0,1
,3972.175121307373,0,,0.0,-6.72,3972.175121307373,4.32,-4.12,,,1,4.32,0,-4.12,0,2
4402.0490646362305,19622.013092041016,0,4402.0490646362305,4.32,-4.12,19622.013092041016,5.34,0.26,15219.964027404785,429.8739433288574,1,5.34,0,0.26,0,2
20486.536979675293,30420.840978622437,0,20486.536979675293,5.34,0.26,30420.840978622437,1.08,-1.68,9934.303998947144,864.5238876342773,1,1.08,0,-1.68,0,2
31091.30597114563,,1,31091.30597114563,1.08,-1.68,,,,,670.4649925231934,1,,0,,0,2
,4768.4080600738525,0,,0.0,-6.72,4768.4080600738525,5.78,-4.88,,,1,5.78,0,-4.88,0,3
5570.656061172485,7319.288015365601,0,5570.656061172485,5.78,-4.88,7319.288015365601,2.6,-3.1,1748.6319541931152,802.2480010986328,1,2.6,0,-3.1,0,3
8118.056058883667,10137.022972106934,0,8118.056058883667,2.6,-3.1,10137.022972106934,-0.8,2.18,2018.9669132232666,798.7680435180664,1,-0.8,0,2.18,0,3
10818.588018417358,,1,10818.588018417358,-0.8,2.18,,,,,681.5650463104248,1,,0,,0,3
,1604.2120456695557,0,,0.0,-6.72,1604.2120456695557,2.34,-3.68,,,1,2.34,0,-3.68,0,4
2283.216953277588,3951.896905899048,0,2283.216953277588,2.34,-3.68,3951.896905899048,-2.56,-4.5200000000000005,1668.67995262146,679.0049076080322,1,-2.56,0,-4.5200000000000005,0,4
4633.677005767822,6820.248126983643,0,4633.677005767822,-2.56,-4.5200000000000005,6820.248126983643,1.24,-0.1,2186.5711212158203,681.7800998687744,1,1.24,0,-0.1,0,4
7619.265079498291,8770.112991333008,0,7619.265079498291,1.24,-0.1,8770.112991333008,6.0,1.8,1150.8479118347168,799.0169525146484,1,6.0,0,1.8,0,4
9467.67807006836,11404.417991638184,0,9467.67807006836,6.0,1.8,11404.417991638184,3.06,4.54,1936.7399215698242,697.5650787353516,1,3.06,0,4.54,0,4
12105.245113372803,15102.442979812622,0,12105.245113372803,3.06,4.54,15102.442979812622,-1.6600000000000001,3.18,2997.1978664398193,700.8271217346191,1,-1.6600000000000001,0,3.18,0,4
15684.33403968811,17407.541036605835,0,15684.33403968811,-1.6600000000000001,3.18,17407.541036605835,-3.16,6.84,1723.2069969177246,581.8910598754883,1,-3.16,0,6.84,0,4
17903.65195274353,19721.681118011475,0,17903.65195274353,-3.16,6.84,19721.681118011475,-5.82,1.26,1818.0291652679443,496.1109161376953,1,-5.82,0,1.26,0,4
20401.751041412354,21535.470008850098,0,20401.751041412354,-5.82,1.26,21535.470008850098,-3.92,-1.24,1133.7189674377441,680.0699234008789,1,-3.92,0,-1.24,0,4
22372.24507331848,,1,22372.24507331848,-3.92,-1.24,,,,,836.7750644683838,1,,0,,0,4
,3185.544967651367,0,,0.0,-6.72,3185.544967651367,3.2800000000000002,-5.0600000000000005,,,1,3.2800000000000002,0,-5.0600000000000005,0,5
4017.1759128570557,5053.026914596558,0,4017.1759128570557,3.2800000000000002,-5.0600000000000005,5053.026914596558,-1.6,-2.94,1035.851001739502,831.6309452056885,1,-1.6,0,-2.94,0,5
5601.1199951171875,6433.9940547943115,0,5601.1199951171875,-1.6,-2.94,6433.9940547943115,-4.44,-4.78,832.874059677124,548.0930805206299,1,-4.44,0,-4.78,0,5
7219.051837921143,,1,7219.051837921143,-4.44,-4.78,,,,,785.057783126831,1,,0,,0,5
,1345.4029560089111,0,,0.0,-6.72,1345.4029560089111,3.8200000000000003,-4.18,,,1,3.8200000000000003,0,-4.18,0,6
2090.575933456421,3193.431854248047,0,2090.575933456421,3.8200000000000003,-4.18,3193.431854248047,1.16,0.32,1102.855920791626,745.1729774475098,1,1.16,0,0.32,0,6
3758.9759826660156,5529.7229290008545,0,3758.9759826660156,1.16,0.32,5529.7229290008545,4.08,1.94,1770.7469463348389,565.5441284179688,1,4.08,0,1.94,0,6
6175.23193359375,7278.264999389648,0,6175.23193359375,4.08,1.94,7278.264999389648,-3.48,-1.48,1103.0330657958984,645.5090045928955,1,-3.48,0,-1.48,0,6
7808.660984039307,9010.421991348267,0,7808.660984039307,-3.48,-1.48,9010.421991348267,-0.36,3.7600000000000002,1201.76100730896,530.3959846496582,1,-0.36,0,3.7600000000000002,0,6
9708.729982376099,10492.029905319214,0,9708.729982376099,-0.36,3.7600000000000002,10492.029905319214,-3.56,4.9,783.2999229431152,698.307991027832,1,-3.56,0,4.9,0,6
11375.335931777954,,1,11375.335931777954,-3.56,4.9,,,,,883.3060264587402,1,,0,,0,6
,2184.8509311676025,0,,0.0,-6.72,2184.8509311676025,4.26,-5.22,,,1,4.26,0,-5.22,0,7
2236.5670204162598,3169.188976287842,0,2236.5670204162598,4.26,-5.22,3169.188976287842,4.26,-5.22,932.621955871582,51.71608924865723,1,4.26,0,-5.22,0,7
3784.1110229492188,4741.066932678223,0,3784.1110229492188,4.26,-5.22,4741.066932678223,-1.3800000000000001,-1.62,956.9559097290039,614.922046661377,1,-1.3800000000000001,0,-1.62,0,7
5334.774017333984,6270.4479694366455,0,5334.774017333984,-1.3800000000000001,-1.62,6270.4479694366455,5.66,1.4000000000000001,935.6739521026611,593.7070846557617,1,5.66,0,1.4000000000000001,0,7
6851.396083831787,7851.063013076782,0,6851.396083831787,5.66,1.4000000000000001,7851.063013076782,4.34,5.32,999.6669292449951,580.9481143951416,1,4.34,0,5.32,0,7
8621.369123458862,,1,8621.369123458862,4.34,5.32,,,,,770.3061103820801,1,,0,,0,7
,1596.858024597168,0,,0.0,-6.72,1596.858024597168,5.94,-5.4,,,1,5.94,0,-5.4,0,8
2244.6298599243164,3063.4238719940186,0,2244.6298599243164,5.94,-5.4,3063.4238719940186,1.54,-2.86,818.7940120697021,647.7718353271484,1,1.54,0,-2.86,0,8
3562.1228218078613,4444.835901260376,0,3562.1228218078613,1.54,-2.86,4444.835901260376,5.6000000000000005,-1.54,882.7130794525146,498.6989498138428,1,5.6000000000000005,0,-1.54,0,8
5228.555917739868,,1,5228.555917739868,5.6000000000000005,-1.54,,,,,783.7200164794922,1,,0,,0,8
,1955.9059143066406,0,,0.0,-6.72,1955.9059143066406,-4.74,-3.42,,,1,-4.74,0,-3.42,0,9
2618.3547973632812,3651.95894241333,0,2618.3547973632812,-4.74,-3.42,3651.95894241333,-0.1,0.74,1033.6041450500488,662.4488830566406,1,-0.1,0,0.74,0,9
4502.285003662109,,1,4502.285003662109,-0.1,0.74,,,,,850.3260612487793,1,,0,,0,9
,3073.946952819824,0,,0.0,-6.72,3073.946952819824,3.06,-1.72,,,1,3.06,0,-1.72,0,10
3907.135009765625,,1,3907.135009765625,3.06,-1.72,,,,,833.1880569458008,1,,0,,0,10
,1828.0069828033447,0,,0.0,-6.72,1828.0069828033447,-3.92,-4.98,,,1,-3.92,0,-4.98,0,11
2680.572032928467,,1,2680.572032928467,-3.92,-4.98,,,,,852.5650501251221,1,,0,,0,11
,2836.777925491333,0,,0.0,-6.72,2836.777925491333,-0.22,1.62,,,1,-0.22,0,1.62,0,12
3636.6958618164062,,1,3636.6958618164062,-0.22,1.62,,,,,799.9179363250732,1,,0,,0,12
,1521.8141078948975,0,,0.0,-6.72,1521.8141078948975,-6.140000000000001,5.5200000000000005,,,1,-6.140000000000001,0,5.5200000000000005,0,13
2288.851022720337,,1,2288.851022720337,-6.140000000000001,5.5200000000000005,,,,,767.0369148254395,1,,0,,0,13
,1422.77193069458,0,,0.0,-6.72,1422.77193069458,0.8200000000000001,6.68,,,1,0.8200000000000001,0,6.68,0,14
2189.2621517181396,,1,2189.2621517181396,0.8200000000000001,6.68,,,,,766.4902210235596,1,,0,,0,14
,1433.6309432983398,0,,0.0,-6.72,1433.6309432983398,-1.72,5.66,,,1,-1.72,0,5.66,0,15
1981.3640117645264,2933.89892578125,0,1981.3640117645264,-1.72,5.66,2933.89892578125,3.94,-2.7800000000000002,952.5349140167236,547.7330684661865,1,3.94,0,-2.7800000000000002,0,15
3381.511926651001,4232.115983963013,0,3381.511926651001,3.94,-2.7800000000000002,4232.115983963013,-2.24,-3.22,850.6040573120117,447.613000869751,1,-2.24,0,-3.22,0,15
4782.428026199341,,1,4782.428026199341,-2.24,-3.22,,,,,550.3120422363281,1,,0,,0,15
,1416.1059856414795,0,,0.0,-6.72,1416.1059856414795,5.0600000000000005,6.3,,,1,5.0600000000000005,0,6.3,0,16
1946.8088150024414,2748.6658096313477,0,1946.8088150024414,5.0600000000000005,6.3,2748.6658096313477,-6.0,5.58,801.8569946289062,530.7028293609619,1,-6.0,0,5.58,0,16
3196.993827819824,4034.03902053833,0,3196.993827819824,-6.0,5.58,4034.03902053833,-2.7800000000000002,1.3800000000000001,837.0451927185059,448.32801818847656,1,-2.7800000000000002,0,1.3800000000000001,0,16
4514.201879501343,5867.8929805755615,0,4514.201879501343,-2.7800000000000002,1.3800000000000001,5867.8929805755615,-3.14,-1.98,1353.6911010742188,480.1628589630127,1,-3.14,0,-1.98,0,16
6363.828897476196,7180.883884429932,0,6363.828897476196,-3.14,-1.98,7180.883884429932,2.16,-3.34,817.0549869537354,495.93591690063477,1,2.16,0,-3.34,0,16
7797.520875930786,,1,7797.520875930786,2.16,-3.34,,,,,616.6369915008545,1,,0,,0,16
,1456.0120105743408,0,,0.0,-6.72,1456.0120105743408,-0.56,5.18,,,1,-0.56,0,5.18,0,17
2105.2629947662354,,1,2105.2629947662354,-0.56,5.18,,,,,649.2509841918945,1,,0,,0,17
,3372.3549842834473,0,,0.0,-6.72,3372.3549842834473,4.84,6.54,,,1,4.84,0,6.54,0,18
3969.027042388916,4988.623857498169,0,3969.027042388916,4.84,6.54,4988.623857498169,-2.54,5.76,1019.5968151092529,596.6720581054688,1,-2.54,0,5.76,0,18
5435.382843017578,6505.095958709717,0,5435.382843017578,-2.54,5.76,6505.095958709717,1.2,4.0600000000000005,1069.7131156921387,446.7589855194092,1,1.2,0,4.0600000000000005,0,18
7190.60206413269,7985.817909240723,0,7190.60206413269,1.2,4.0600000000000005,7985.817909240723,-4.76,1.72,795.2158451080322,685.5061054229736,1,-4.76,0,1.72,0,18
8419.802904129028,,1,8419.802904129028,-4.76,1.72,,,,,433.98499488830566,1,,0,,0,18
,2391.2830352783203,0,,0.0,-6.72,2391.2830352783203,-5.12,5.3,,,1,-5.12,0,5.3,0,19
3191.833972930908,,1,3191.833972930908,-5.12,5.3,,,,,800.5509376525879,1,,0,,0,19
,1509.7849369049072,0,,0.0,-6.72,1509.7849369049072,-5.66,-0.24,,,1,-5.66,0,-0.24,0,20
2041.532039642334,5608.202934265137,0,2041.532039642334,-5.66,-0.24,5608.202934265137,3.7600000000000002,-0.9,3566.6708946228027,531.7471027374268,1,3.7600000000000002,0,-0.9,0,20
6325.193881988525,,1,6325.193881988525,3.7600000000000002,-0.9,,,,,716.9909477233887,1,,0,,0,20
,1585.2289199829102,0,,0.0,-6.72,1585.2289199829102,1.98,6.44,,,1,1.98,0,6.44,0,21
2149.6949195861816,5167.768955230713,0,2149.6949195861816,1.98,6.44,5167.768955230713,5.44,5.2,3018.0740356445312,564.4659996032715,1,5.44,0,5.2,0,21
5750.149965286255,7300.622940063477,0,5750.149965286255,5.44,5.2,7300.622940063477,5.24,0.4,1550.4729747772217,582.381010055542,1,5.24,0,0.4,0,21
7983.710050582886,,1,7983.710050582886,5.24,0.4,,,,,683.0871105194092,1,,0,,0,21
,2026.5982151031494,0,,0.0,-6.72,2026.5982151031494,0.08,7.0600000000000005,,,1,0.08,0,7.0600000000000005,0,22
2692.3060417175293,4141.634225845337,0,2692.3060417175293,0.08,7.0600000000000005,4141.634225845337,-6.24,6.12,1449.3281841278076,665.7078266143799,1,-6.24,0,6.12,0,22
4638.345003128052,6341.746091842651,0,4638.345003128052,-6.24,6.12,6341.746091842651,0.76,2.94,1703.4010887145996,496.71077728271484,1,0.76,0,2.94,0,22
6838.570117950439,7910.367012023926,0,6838.570117950439,0.76,2.94,7910.367012023926,5.66,3.06,1071.7968940734863,496.8240261077881,1,5.66,0,3.06,0,22
8505.07116317749,9723.888158798218,0,8505.07116317749,5.66,3.06,9723.888158798218,-5.34,1.26,1218.8169956207275,594.7041511535645,1,-5.34,0,1.26,0,22
10239.545106887817,13489.480018615723,0,10239.545106887817,-5.34,1.26,13489.480018615723,-2.58,-1.48,3249.9349117279053,515.6569480895996,1,-2.58,0,-1.48,0,22
13609.982013702393,,1,13609.982013702393,-2.58,-1.48,,,,,120.50199508666992,1,,0,,0,22
,2136.465072631836,0,,0.0,-6.72,2136.465072631836,-1.6400000000000001,6.74,,,1,-1.6400000000000001,0,6.74,0,23
2651.947021484375,3753.4749507904053,0,2651.947021484375,-1.6400000000000001,6.74,3753.4749507904053,1.56,5.34,1101.5279293060303,515.4819488525391,1,1.56,0,5.34,0,23
4301.911115646362,5352.46205329895,0,4301.911115646362,1.56,5.34,5352.46205329895,5.5200000000000005,4.66,1050.550937652588,548.436164855957,1,5.5200000000000005,0,4.66,0,23
5769.320011138916,,1,5769.320011138916,5.5200000000000005,4.66,,,,,416.8579578399658,1,,0,,0,23
,2050.1039028167725,0,,0.0,-6.72,2050.1039028167725,-1.1,7.04,,,1,-1.1,0,7.04,0,24
2567.0230388641357,,1,2567.0230388641357,-1.1,7.04,,,,,516.9191360473633,1,,0,,0,24
,5508.545160293579,0,,0.0,-6.72,5508.545160293579,5.38,6.88,,,1,5.38,0,6.88,0,25
6071.690082550049,7323.318004608154,0,6071.690082550049,5.38,6.88,7323.318004608154,-5.88,3.86,1251.6279220581055,563.1449222564697,1,-5.88,0,3.86,0,25
7805.402994155884,9340.51513671875,0,7805.402994155884,-5.88,3.86,9340.51513671875,-5.88,-2.44,1535.1121425628662,482.0849895477295,1,-5.88,0,-2.44,0,25
9838.86694908142,11689.151048660278,0,9838.86694908142,-5.88,-2.44,11689.151048660278,4.9,-0.22,1850.2840995788574,498.3518123626709,1,4.9,0,-0.22,0,25
12405.524015426636,,1,12405.524015426636,4.9,-0.22,,,,,716.3729667663574,1,,0,,0,25
,5337.583780288696,0,,0.0,-6.72,5337.583780288696,3.8200000000000003,5.2,,,1,3.8200000000000003,0,5.2,0,26
5936.306953430176,7353.533983230591,0,5936.306953430176,3.8200000000000003,5.2,7353.533983230591,-3.0,3.86,1417.227029800415,598.7231731414795,1,-3.0,0,3.86,0,26
8086.5418910980225,,1,8086.5418910980225,-3.0,3.86,,,,,733.0079078674316,1,,0,,0,26
,2069.2567825317383,0,,0.0,-6.72,2069.2567825317383,1.32,3.88,,,1,1.32,0,3.88,0,27
2601.2039184570312,3821.4149475097656,0,2601.2039184570312,1.32,3.88,3821.4149475097656,-2.9,0.76,1220.2110290527344,531.947135925293,1,-2.9,0,0.76,0,27
4451.220989227295,5568.150997161865,0,4451.220989227295,-2.9,0.76,5568.150997161865,2.66,-0.96,1116.9300079345703,629.8060417175293,1,2.66,0,-0.96,0,27
6270.918846130371,,1,6270.918846130371,2.66,-0.96,,,,,702.7678489685059,1,,0,,0,27
,1518.2409286499023,0,,0.0,-6.72,1518.2409286499023,1.7,6.78,,,1,1.7,0,6.78,0,28
2083.505868911743,3217.7248001098633,0,2083.505868911743,1.7,6.78,3217.7248001098633,0.0,3.04,1134.2189311981201,565.2649402618408,1,0.0,0,3.04,0,28
3984.130859375,,1,3984.130859375,0.0,3.04,,,,,766.4060592651367,1,,0,,0,28
,1750.5619525909424,0,,0.0,-6.72,1750.5619525909424,-4.58,6.82,,,1,-4.58,0,6.82,0,29
2419.8670387268066,,1,2419.8670387268066,-4.58,6.82,,,,,669.3050861358643,1,,0,,0,29
,1786.8340015411377,0,,0.0,-6.72,1786.8340015411377,-2.92,7.0600000000000005,,,1,-2.92,0,7.0600000000000005,0,30
2304.1999340057373,3455.641984939575,0,2304.1999340057373,-2.92,7.0600000000000005,3455.641984939575,1.02,6.5200000000000005,1151.442050933838,517.3659324645996,1,1.02,0,6.5200000000000005,0,30
4003.9539337158203,6919.654846191406,0,4003.9539337158203,1.02,6.5200000000000005,6919.654846191406,4.2,4.08,2915.700912475586,548.3119487762451,1,4.2,0,4.08,0,30
7555.98783493042,8773.314952850342,0,7555.98783493042,4.2,4.08,8773.314952850342,-5.84,3.84,1217.3271179199219,636.3329887390137,1,-5.84,0,3.84,0,30
9302.0498752594,10452.570915222168,0,9302.0498752594,-5.84,3.84,10452.570915222168,-0.78,0.92,1150.5210399627686,528.7349224090576,1,-0.78,0,0.92,0,30
11219.352960586548,,1,11219.352960586548,-0.78,0.92,,,,,766.7820453643799,1,,0,,0,30
,1986.588954925537,0,,0.0,-6.72,1986.588954925537,4.74,6.44,,,1,4.74,0,6.44,0,31
2517.9901123046875,3556.0879707336426,0,2517.9901123046875,4.74,6.44,3556.0879707336426,-2.12,6.76,1038.097858428955,531.4011573791504,1,-2.12,0,6.76,0,31
3987.4300956726074,4869.81201171875,0,3987.4300956726074,-2.12,6.76,4869.81201171875,-5.42,2.4,882.3819160461426,431.34212493896484,1,-5.42,0,2.4,0,31
