Timestamp Saccade Onset,Timestamp Saccade Offset,Exclude from Anlysis,Timestamp Saccade Onset (2),X coordinate saccade onset,Y coordinate saccade onset,Timestamp Saccade Offset (2),X coordinate saccade offset,Y coordinate saccade offset,Saccade duration,Saccade latency,Movement,Mean horizonal position,Std horizonal position,Mean vertical position,Std vertical position,Trial #
,1984.292984008789,0,,0.0,-6.72,1984.292984008789,-3.56,-1.0,,,1,-3.56,0,-1.0,0,1
2567.049980163574,,1,2567.049980163574,-3.56,-1.0,,,,,582.7569961547852,1,,0,,0,1
,989.0749454498291,0,,0.0,-6.72,989.0749454498291,-1.46,1.78,,,1,-1.46,0,1.78,0,2
1539.0129089355469,,1,1539.0129089355469,-1.46,1.78,,,,,549.9379634857178,1,,0,,0,2
,1007.6429843902588,0,,0.0,-6.72,1007.6429843902588,4.26,-3.48,,,1,4.26,0,-3.48,0,3
1458.7349891662598,,1,1458.7349891662598,4.26,-3.48,,,,,451.092004776001,1,,0,,0,3
,1006.6101551055908,0,,0.0,-6.72,1006.6101551055908,1.98,-1.18,,,1,1.98,0,-1.18,0,4
1606.7869663238525,1789.984941482544,0,1606.7869663238525,1.98,-1.18,1789.984941482544,1.98,-1.18,183.1979751586914,600.1768112182617,1,1.98,0,-1.18,0,4
2506.8931579589844,,1,2506.8931579589844,1.98,-1.18,,,,,716.9082164764404,1,,0,,0,4
,1029.7629833221436,0,,0.0,-6.72,1029.7629833221436,-5.6000000000000005,-1.84,,,1,-5.6000000000000005,0,-1.84,0,5
1611.7630004882812,2331.279993057251,0,1611.7630004882812,-5.6000000000000005,-1.84,2331.279993057251,3.5,-2.6,719.5169925689697,582.0000171661377,1,3.5,0,-2.6,0,5
2849.102020263672,3383.0490112304688,0,2849.102020263672,3.5,-2.6,3383.0490112304688,-1.84,2.62,533.9469909667969,517.8220272064209,1,-1.84,0,2.62,0,5
4028.798818588257,4580.132961273193,0,4028.798818588257,-1.84,2.62,4580.132961273193,-3.72,6.0600000000000005,551.3341426849365,645.7498073577881,1,-3.72,0,6.0600000000000005,0,5
5144.423961639404,5649.166822433472,0,5144.423961639404,-3.72,6.0600000000000005,5649.166822433472,-0.18,7.08,504.7428607940674,564.2910003662109,1,-0.18,0,7.08,0,5
6178.462028503418,6645.13087272644,0,6178.462028503418,-0.18,7.08,6645.13087272644,2.8000000000000003,2.94,466.66884422302246,529.2952060699463,1,2.8000000000000003,0,2.94,0,5
7695.529937744141,,1,7695.529937744141,2.8000000000000003,2.94,,,,,1050.3990650177002,1,,0,,0,5
,1005.9289932250977,0,,0.0,-6.72,1005.9289932250977,3.66,-1.04,,,1,3.66,0,-1.04,0,6
1504.8809051513672,1904.7789573669434,0,1504.8809051513672,3.66,-1.04,1904.7789573669434,5.28,3.5,399.8980522155762,498.95191192626953,1,5.28,0,3.5,0,6
2954.684019088745,,1,2954.684019088745,5.28,3.5,,,,,1049.9050617218018,1,,0,,0,6
,971.8921184539795,0,,0.0,-6.72,971.8921184539795,-0.34,0.14,,,1,-0.34,0,0.14,0,7
