EyeLink specific 1,EyeLink specific 2,Timestamp fixation cross onset,Timestamp stimuli onset,Timestamp response
,,,0,13699.8939514
,,,0,8329.27393913
,,,0,10954.0960789
,,,0,4453.54914665
,,,0,7600.014925
,,,0,2421.06890678
,,,0,3020.53689957
,,,0,7015.03109932
,,,0,2651.87907219
,,,0,3529.23703194
,,,0,5280.9150219
,,,0,3790.65394402
,,,0,5878.29303741
,,,0,1544.35801506
,,,0,1747.59602547
,,,0,1918.70212555
,,,0,8234.34591293
,,,0,1672.66082764
,,,0,2083.83083344
,,,0,2570.66512108
,,,0,1368.75700951
,,,0,3354.95185852
,,,0,1919.36993599
,,,0,6719.32291985
,,,0,5237.20502853
,,,0,8338.84191513
,,,0,3014.63484764
,,,0,3950.27208328
,,,0,3378.33714485
,,,0,3947.95107841
,,,0,1814.50390816
,,,0,5410.63189507
,,,0,7886.42382622
,,,0,1450.66094398
,,,0,2708.79507065
,,,0,1663.13099861
,,,0,1605.28516769
,,,0,1392.3728466
,,,0,3364.3758297
,,,0,3463.76419067
,,,0,1667.4349308
,,,0,5729.99215126
,,,0,1979.75993156
,,,0,1358.61992836
,,,0,4529.67000008
,,,0,3355.37409782
,,,0,4041.3839817
,,,0,3575.05702972
,,,0,3816.76912308
,,,0,1569.03982162
,,,0,1821.42615318
,,,0,4287.06383705
,,,0,1392.86708832
,,,0,2571.48599625
,,,0,1574.11694527
,,,0,5289.6399498
,,,0,6995.52702904
,,,0,3283.27298164
,,,0,7795.34888268
,,,0,5238.32201958
,,,0,2186.48195267
,,,0,4126.91402435
,,,0,2132.97486305
,,,0,5610.37111282
,,,0,1657.89794922
,,,0,1198.88806343
,,,0,4283.01286697
,,,0,1845.41416168
,,,0,1711.13085747
,,,0,1780.11202812
,,,0,3028.11789513
,,,0,2078.64403725
,,,0,8637.83597946
,,,0,6865.3960228
,,,0,1658.63418579
,,,0,4021.09408379
,,,0,1780.21907806
,,,0,5436.69605255
,,,0,5181.17809296
,,,0,8072.14903831
,,,0,4903.47099304
,,,0,2637.96114922
,,,0,4961.65013313
,,,0,5565.9430027
,,,0,6697.94106483
,,,0,6829.97703552
,,,0,4423.40302467
,,,0,2436.89084053
,,,0,1531.9609642
,,,0,1573.80819321
,,,0,1379.43100929
,,,0,1338.38105202
,,,0,1528.27215195
,,,0,5153.66292
,,,0,6757.1079731
,,,0,6925.38189888
,,,0,7425.89497566
,,,0,3039.21413422
,,,0,4318.94397736
,,,0,2398.08607101
,,,0,3725.37994385
,,,0,1797.66917229
,,,0,2984.79914665
,,,0,5086.72499657
,,,0,6670.13216019
,,,0,4307.2309494
,,,0,7504.03881073
,,,0,4009.50694084
,,,0,8443.41897964
,,,0,1271.37994766
,,,0,4289.72005844
,,,0,2510.67209244
,,,0,1831.98904991
,,,0,3555.134058
,,,0,1493.73292923
,,,0,4758.54301453
,,,0,1549.21793938
,,,0,5990.2100563
,,,0,1608.28876495
,,,0,1435.14919281
,,,0,3175.03094673
,,,0,1578.51886749
,,,0,4388.08488846
,,,0,3876.27005577
,,,0,2499.14288521
,,,0,2245.94306946
,,,0,3158.75697136
,,,0,1129.22406197
,,,0,4039.64400291
,,,0,6854.32910919
,,,0,5116.04881287
,,,0,2064.65291977
,,,0,1681.5431118
,,,0,1633.30698013
,,,0,1408.28990936
,,,0,6657.33909607
,,,0,3192.32201576
,,,0,1291.86296463
,,,0,3136.39092445
,,,0,4160.33911705
,,,0,4680.11617661
,,,0,2672.38211632
,,,0,1627.38490105
,,,0,3274.10197258
,,,0,4066.84803963
