VP #,Exp #,Block #,Trial #,# targets/trial,Target difficulty,Difficulty level easy target,Difficulty level difficult target,Gap location easy/shown target,Gap location difficult target,Reported gap location,# easy distractors,# difficult distractors,# all distractors,stim_1 x,stim_2 x,stim_3 x,stim_4 x,stim_5 x,stim_6 x,stim_7 x,stim_8 x,stim_9 x,stim_10 x,stim_1 y,stim_2 y,stim_3 y,stim_4 y,stim_5 y,stim_6 y,stim_7 y,stim_8 y,stim_9 y,stim_10 y,Cumulative timer,Hit,Score,Fixation error
6,1,1,1,1,2,9,7,2,,1,0,8,8,-3.06,3.1,1.46,5.7,3.46,-4.28,-0.98,-5.14,3.36,,0.22,6.36,0.22,-2.4,-5.04,5.38,-3.22,-2.46,3.16,,13.699893950999979,0,-0.02,
6,1,1,2,1,1,9,7,2,,2,6,0,6,-0.3,-5.76,5.5200000000000005,6.16,4.88,0.58,-2.6,,,,1.8800000000000001,1.62,5.5,1.46,-2.88,5.14,-4.14,,,,22.029167890999986,1,0.0,
6,1,1,3,1,2,9,7,2,,2,0,7,7,5.58,6.12,1.74,-6.3,-2.92,-5.22,1.72,-3.64,,,2.12,-3.3200000000000003,1.18,5.08,6.28,-5.5200000000000005,-2.22,-1.48,,,32.98326396900001,1,0.02,
6,1,1,4,1,2,9,7,2,,2,0,2,2,-5.66,1.98,-0.58,,,,,,,,-0.7000000000000001,4.6000000000000005,0.04,,,,,,,,37.436813115999996,1,0.04,
6,1,1,5,1,1,9,7,3,,3,8,0,8,1.52,5.68,-5.92,-2.58,-4.96,-4.2,-0.9,-0.62,3.96,,0.4,-2.38,-0.98,0.3,-5.4,4.14,-3.1,4.12,3.12,,45.03682804099998,1,0.06,
6,1,1,6,1,1,9,7,1,,1,0,0,0,1.48,,,,,,,,,,6.72,,,,,,,,,,47.457896947999984,1,0.08,
6,1,1,7,1,1,9,7,4,,3,3,0,3,-5.92,-1.1,1.6600000000000001,4.26,,,,,,,6.0600000000000005,-3.72,5.5200000000000005,-1.4000000000000001,,,,,,,50.47843384700002,0,0.06,
6,1,1,8,1,1,9,7,2,,2,7,0,7,-2.5,-2.84,0.58,1.52,4.94,-5.6000000000000005,-6.1000000000000005,2.62,,,2.88,-2.14,0.6,-2.44,-2.56,5.68,-0.9400000000000001,7.0,,,57.49346494699995,1,0.08,
6,1,1,9,1,2,9,7,2,,2,0,1,1,-3.02,2.82,,,,,,,,,-5.44,5.86,,,,,,,,,60.14534401899999,1,0.1,
6,1,1,10,1,1,9,7,2,,2,8,0,8,-2.92,6.24,-4.46,-5.64,-5.9,-0.78,3.02,-1.2,4.66,,7.0200000000000005,-3.9,-5.14,1.92,5.76,4.64,-4.38,0.44,0.46,,63.67458105099996,1,0.12,
6,1,1,11,1,1,9,7,4,,4,4,0,4,3.14,3.04,-2.72,1.3,6.28,,,,,,5.24,-2.68,-1.12,2.12,-2.74,,,,,,68.955496073,1,0.14,
6,1,1,12,1,1,9,7,3,,3,2,0,2,3.62,-2.82,3.62,,,,,,,,-5.0600000000000005,-3.04,6.48,,,,,,,,72.74615001699999,1,0.16,
6,1,1,13,1,2,9,7,4,,4,0,4,4,2.7600000000000002,5.76,5.5200000000000005,-3.62,2.96,,,,,,-4.48,2.32,-1.28,-4.96,3.8200000000000003,,,,,,78.62444305399998,1,0.18,
6,1,1,14,1,2,9,7,2,,2,0,1,1,-3.2600000000000002,2.46,,,,,,,,,1.34,-2.1,,,,,,,,,80.16880106899998,1,0.2,
6,1,1,15,1,2,9,7,3,,3,0,2,2,6.32,4.0200000000000005,0.08,,,,,,,,2.4,5.58,-2.06,,,,,,,,81.91639709500004,1,0.22,
