Timestamp Saccade Onset,Timestamp Saccade Offset,Exclude from Anlysis,Timestamp Saccade Onset (2),X coordinate saccade onset,Y coordinate saccade onset,Timestamp Saccade Offset (2),X coordinate saccade offset,Y coordinate saccade offset,Saccade duration,Saccade latency,Movement,Mean horizonal position,Std horizonal position,Mean vertical position,Std vertical position,Trial #
,10669.807195663452,0,,0.0,-6.72,10669.807195663452,2.12,0.12,,,1,2.12,0,0.12,0,1
10981.527090072632,12001.157999038696,0,10981.527090072632,2.12,0.12,12001.157999038696,5.16,1.54,1019.6309089660645,311.7198944091797,1,5.16,0,1.54,0,1
12615.148067474365,13219.411134719849,0,12615.148067474365,5.16,1.54,13219.411134719849,-2.08,2.04,604.2630672454834,613.990068435669,1,-2.08,0,2.04,0,1
13748.346090316772,14298.163175582886,0,13748.346090316772,-2.08,2.04,14298.163175582886,-0.44,6.62,549.8170852661133,528.9349555969238,1,-0.44,0,6.62,0,1
15251.363039016724,15814.92018699646,0,15251.363039016724,-0.44,6.62,15814.92018699646,-0.44,6.62,563.5571479797363,953.1998634338379,1,-0.44,0,6.62,0,1
16318.212032318115,16548.33197593689,0,16318.212032318115,-0.44,6.62,16548.33197593689,-0.44,6.62,230.1199436187744,503.2918453216553,1,-0.44,0,6.62,0,1
16948.111057281494,17114.862203598022,0,16948.111057281494,-0.44,6.62,17114.862203598022,-0.44,6.62,166.75114631652832,399.7790813446045,1,-0.44,0,6.62,0,1
17448.641061782837,,1,17448.641061782837,-0.44,6.62,,,,,333.77885818481445,1,,0,,0,1
,1451.261043548584,0,,0.0,-6.72,1451.261043548584,-0.06,-1.28,,,1,-0.06,0,-1.28,0,2
2501.7600059509277,,1,2501.7600059509277,-0.06,-1.28,,,,,1050.4989624023438,1,,0,,0,2
,1116.1508560180664,0,,0.0,-6.72,1116.1508560180664,-2.18,-2.84,,,1,-2.18,0,-2.84,0,3
1680.7827949523926,2163.9928817749023,0,1680.7827949523926,-2.18,-2.84,2163.9928817749023,1.86,-2.6,483.21008682250977,564.6319389343262,1,1.86,0,-2.6,0,3
2781.219959259033,,1,2781.219959259033,1.86,-2.6,,,,,617.2270774841309,1,,0,,0,3
,1316.7810440063477,0,,0.0,-6.72,1316.7810440063477,4.42,-4.96,,,1,4.42,0,-4.96,0,4
1948.3380317687988,2931.7471981048584,0,1948.3380317687988,4.42,-4.96,2931.7471981048584,1.74,3.88,983.4091663360596,631.5569877624512,1,1.74,0,3.88,0,4
2981.981039047241,3063.853979110718,0,2981.981039047241,1.74,3.88,3063.853979110718,1.74,3.88,81.87294006347656,50.23384094238281,1,1.74,0,3.88,0,4
3748.594045639038,,1,3748.594045639038,1.74,3.88,,,,,684.7400665283203,1,,0,,0,4
,1811.7878437042236,0,,0.0,-6.72,1811.7878437042236,-4.72,5.0,,,1,-4.72,0,5.0,0,5
2628.840923309326,,1,2628.840923309326,-4.72,5.0,,,,,817.0530796051025,1,,0,,0,5
,1111.0749244689941,0,,0.0,-6.72,1111.0749244689941,3.24,-5.42,,,1,3.24,0,-5.42,0,6
1611.9599342346191,2092.6640033721924,0,1611.9599342346191,3.24,-5.42,2092.6640033721924,5.94,-1.98,480.70406913757324,500.885009765625,1,5.94,0,-1.98,0,6
2691.437005996704,3096.069812774658,0,2691.437005996704,5.94,-1.98,3096.069812774658,2.08,-0.96,404.6328067779541,598.7730026245117,1,2.08,0,-0.96,0,6
3628.574848175049,4242.544889450073,0,3628.574848175049,2.08,-0.96,4242.544889450073,6.22,3.48,613.9700412750244,532.5050354003906,1,6.22,0,3.48,0,6
5108.905792236328,,1,5108.905792236328,6.22,3.48,,,,,866.3609027862549,1,,0,,0,6
,1403.947114944458,0,,0.0,-6.72,1403.947114944458,3.58,-4.36,,,1,3.58,0,-4.36,0,7
1955.01708984375,2805.694103240967,0,1955.01708984375,3.58,-4.36,2805.694103240967,0.32,-3.36,850.6770133972168,551.069974899292,1,0.32,0,-3.36,0,7
3453.4480571746826,4153.148174285889,0,3453.4480571746826,0.32,-3.36,4153.148174285889,-5.28,-4.58,699.700117111206,647.7539539337158,1,-5.28,0,-4.58,0,7
5038.351058959961,,1,5038.351058959961,-5.28,-4.58,,,,,885.2028846740723,1,,0,,0,7
,1064.8951530456543,0,,0.0,-6.72,1064.8951530456543,-1.6600000000000001,-2.2600000000000002,,,1,-1.6600000000000001,0,-2.2600000000000002,0,8
1613.0151748657227,2313.030004501343,0,1613.0151748657227,-1.6600000000000001,-2.2600000000000002,2313.030004501343,1.82,3.38,700.0148296356201,548.1200218200684,1,1.82,0,3.38,0,8
2863.862991333008,,1,2863.862991333008,1.82,3.38,,,,,550.832986831665,1,,0,,0,8
,1032.1741104125977,0,,0.0,-6.72,1032.1741104125977,0.72,-1.7,,,1,0.72,0,-1.7,0,9
1645.766019821167,2514.6660804748535,0,1645.766019821167,0.72,-1.7,2514.6660804748535,5.12,-3.7,868.9000606536865,613.5919094085693,1,5.12,0,-3.7,0,9
3045.582056045532,3781.1131477355957,0,3045.582056045532,5.12,-3.7,3781.1131477355957,5.12,1.1,735.5310916900635,530.9159755706787,1,5.12,0,1.1,0,9
4279.348134994507,4814.917087554932,0,4279.348134994507,5.12,1.1,4814.917087554932,6.0200000000000005,5.66,535.5689525604248,498.23498725891113,1,6.0200000000000005,0,5.66,0,9
5297.882080078125,6197.0930099487305,0,5297.882080078125,6.0200000000000005,5.66,6197.0930099487305,1.3800000000000001,5.82,899.2109298706055,482.96499252319336,1,1.3800000000000001,0,5.82,0,9
6665.3289794921875,7184.7851276397705,0,6665.3289794921875,1.3800000000000001,5.82,7184.7851276397705,-1.84,5.88,519.456148147583,468.23596954345703,1,-1.84,0,5.88,0,9
7646.042108535767,8130.596160888672,0,7646.042108535767,-1.84,5.88,8130.596160888672,-5.3,5.84,484.5540523529053,461.2569808959961,1,-5.3,0,5.84,0,9
8582.046031951904,9362.970113754272,0,8582.046031951904,-5.3,5.84,9362.970113754272,-6.16,0.0,780.9240818023682,451.4498710632324,1,-6.16,0,0.0,0,9
10164.981126785278,,1,10164.981126785278,-6.16,0.0,,,,,802.0110130310059,1,,0,,0,9
,1909.9950790405273,0,,0.0,-6.72,1909.9950790405273,-3.72,-2.66,,,1,-3.72,0,-2.66,0,10
2375.1230239868164,3044.3849563598633,0,2375.1230239868164,-3.72,-2.66,3044.3849563598633,2.4,-0.66,669.2619323730469,465.12794494628906,1,2.4,0,-0.66,0,10
3495.4168796539307,4279.790878295898,0,3495.4168796539307,2.4,-0.66,4279.790878295898,6.28,-2.66,784.3739986419678,451.0319232940674,1,6.28,0,-2.66,0,10
5242.305040359497,5743.701934814453,0,5242.305040359497,6.28,-2.66,5743.701934814453,5.3,1.5,501.39689445495605,962.5141620635986,1,5.3,0,1.5,0,10
6225.976943969727,6695.656061172485,0,6225.976943969727,5.3,1.5,6695.656061172485,5.64,5.5200000000000005,469.6791172027588,482.27500915527344,1,5.64,0,5.5200000000000005,0,10
7175.688028335571,7645.569086074829,0,7175.688028335571,5.64,5.5200000000000005,7645.569086074829,0.24,5.12,469.8810577392578,480.03196716308594,1,0.24,0,5.12,0,10
8559.08489227295,9375.806093215942,0,8559.08489227295,0.24,5.12,9375.806093215942,-5.2,0.7000000000000001,816.7212009429932,913.5158061981201,1,-5.2,0,0.7000000000000001,0,10
9992.510080337524,,1,9992.510080337524,-5.2,0.7000000000000001,,,,,616.703987121582,1,,0,,0,10
,760.2908611297607,0,,0.0,-6.72,760.2908611297607,0.24,-2.68,,,1,0.24,0,-2.68,0,11
1460.2458477020264,,1,1460.2458477020264,0.24,-2.68,,,,,699.9549865722656,1,,0,,0,11
,819.5009231567383,0,,0.0,-6.72,819.5009231567383,3.16,-5.08,,,1,3.16,0,-5.08,0,12
