EyeLink specific 1,EyeLink specific 2,Timestamp fixation cross onset,Timestamp stimuli onset,Timestamp response
,,,0,18782.8011513
,,,0,3635.23006439
,,,0,3348.21295738
,,,0,3999.54104424
,,,0,3453.17792892
,,,0,5642.39096642
,,,0,5303.56812477
,,,0,3396.97813988
,,,0,10813.8961792
,,,0,10243.2949543
,,,0,1760.45298576
,,,0,4653.07688713
,,,0,2169.14105415
,,,0,2019.66691017
,,,0,5263.42511177
,,,0,1826.33590698
,,,0,1766.25800133
,,,0,14129.0819645
,,,0,3611.95993423
,,,0,5631.3149929
,,,0,1749.42398071
,,,0,3785.70199013
,,,0,5861.32192612
,,,0,6590.53492546
,,,0,1564.03207779
,,,0,1450.55198669
,,,0,1714.20907974
,,,0,2873.95381927
,,,0,3499.53603745
,,,0,8299.88384247
,,,0,2660.25304794
,,,0,5201.38478279
,,,0,2867.30599403
,,,0,2510.06913185
,,,0,3100.55303574
,,,0,2014.60289955
,,,0,3219.31695938
,,,0,3818.99595261
,,,0,1815.1948452
,,,0,2191.3189888
,,,0,1999.15409088
,,,0,5264.80412483
,,,0,2650.6280899
,,,0,1979.31003571
,,,0,2928.88498306
,,,0,2628.22008133
,,,0,2489.43805695
,,,0,1696.39801979
,,,0,5217.13209152
,,,0,1624.18198586
,,,0,1925.50086975
,,,0,1960.60490608
,,,0,4955.61790466
,,,0,2991.45507812
,,,0,2912.87994385
,,,0,3467.27085114
,,,0,1678.36999893
,,,0,3881.76012039
,,,0,3895.07579803
,,,0,3935.3518486
,,,0,3390.45190811
,,,0,1530.8971405
,,,0,2901.8008709
,,,0,2513.65590096
,,,0,3313.42411041
,,,0,11410.0289345
,,,0,3352.75006294
,,,0,5988.62910271
,,,0,1616.30392075
,,,0,8920.46999931
,,,0,2848.98209572
,,,0,2277.14395523
,,,0,2424.58200455
,,,0,4452.61287689
,,,0,4597.9590416
,,,0,4069.13900375
,,,0,2263.02909851
,,,0,4024.44410324
,,,0,4138.64183426
,,,0,1664.75081444
,,,0,6668.64109039
,,,0,1628.38816643
,,,0,5827.67677307
,,,0,4847.50580788
,,,0,3052.63495445
,,,0,1852.09107399
,,,0,1304.91614342
,,,0,1568.21084023
,,,0,3352.67591476
,,,0,1626.36780739
,,,0,1608.43706131
,,,0,4957.77201653
,,,0,5794.56400871
,,,0,3917.1872139
,,,0,1545.66287994
,,,0,4795.51291466
,,,0,7951.60508156
,,,0,3980.41892052
,,,0,1534.33299065
,,,0,1982.89299011
,,,0,2532.1149826
,,,0,3394.77014542
,,,0,2755.06496429
,,,0,1869.51684952
,,,0,3958.83893967
,,,0,3056.57911301
,,,0,6628.31187248
,,,0,1335.83807945
,,,0,2485.62693596
,,,0,3689.47410583
,,,0,1537.97602654
,,,0,1426.46598816
,,,0,1619.01402473
,,,0,3907.37700462
,,,0,1589.75887299
,,,0,6125.31304359
,,,0,1616.63198471
,,,0,2906.46886826
,,,0,7652.99391747
,,,0,1331.3190937
,,,0,1441.54691696
,,,0,6267.94505119
,,,0,3642.67110825
,,,0,1381.5100193
,,,0,4752.05683708
,,,0,3117.21801758
,,,0,3271.42000198
,,,0,3701.51209831
,,,0,1655.2298069
,,,0,2439.89682198
,,,0,1607.62286186
,,,0,1686.84101105
,,,0,1317.31390953
,,,0,5515.66505432
,,,0,4808.65311623
,,,0,2597.29504585
,,,0,1410.55202484
,,,0,4093.00303459
,,,0,2356.11581802
,,,0,2363.28601837
,,,0,4497.48015404
,,,0,2906.08000755
,,,0,3416.711092
,,,0,2230.42392731
,,,0,2316.87116623
,,,0,3827.92401314
,,,0,1591.41206741
,,,0,2199.6679306
,,,0,1330.25097847
,,,0,2043.71714592
,,,0,1494.63105202
,,,0,3673.85601997
,,,0,1415.97104073
,,,0,5437.66307831
,,,0,4212.4941349
,,,0,5435.93597412
,,,0,9334.97214317
