2	 9	 1	 1	 1	    2	 10	 9	 1	 NaN	    1	 0	 4	 4	 2.8707	    -7.7559	 6.6374	 -6.3278	 -3.0521	 NaN	    NaN	 NaN	 NaN	 NaN	 13.0817	    17.3395	 6.0301	 8.7267	 12.2274	 NaN	    NaN	 NaN	 NaN	 NaN	 2.8589	    1	 -0.0200	 1	 2.683278e+03	 2.684220e+03	    2687.0791
2	 9	 1	 2	 1	    1	 10	 9	 3	 NaN	    3	 7	 0	 7	 2.4100	    -5.8603	 -2.9316	 7.2070	 4.4787	 -4.3300	    3.0907	 -3.9881	 NaN	 NaN	 4.0952	    10.7424	 19.8148	 15.5084	 9.4795	 14.5946	    15.9416	 4.2343	 NaN	 NaN	 4.4675	    1	 0.0000	 0	 2.704624e+03	 2.705583e+03	    2707.1915
2	 9	 1	 3	 1	    1	 10	 9	 3	 NaN	    3	 4	 0	 4	 -5.8082	    1.3152	 -6.0216	 4.8416	 7.9468	 NaN	    NaN	 NaN	 NaN	 NaN	 15.7052	    18.9429	 8.9400	 4.3874	 14.6417	 NaN	    NaN	 NaN	 NaN	 NaN	 7.3348	    1	 0.0200	 0	 2.717335e+03	 2.718244e+03	    2721.1110
2	 9	 1	 4	 1	    1	 10	 9	 3	 NaN	    3	 5	 0	 5	 1.8791	    4.4672	 -6.1472	 0.2467	 -3.2243	 -7.8353	    NaN	 NaN	 NaN	 NaN	 4.5860	    15.3536	 14.2751	 13.5342	 4.6294	 8.8050	    NaN	 NaN	 NaN	 NaN	 11.2106	    1	 0.0400	 0	 2.728296e+03	 2.729188e+03	    2733.0634
2	 9	 1	 5	 1	    2	 10	 9	 1	 NaN	    2	 0	 2	 2	 -6.8328	    6.8216	 -1.2240	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 17.9415	    6.0115	 13.9165	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 20.0040	    0	 0.0200	 0	 2.741965e+03	 2.742932e+03	    2751.7254
2	 9	 1	 6	 1	    2	 10	 9	 2	 NaN	    2	 0	 5	 5	 -7.7315	    5.5744	 2.2120	 6.5455	 -4.6991	 -0.6929	    NaN	 NaN	 NaN	 NaN	 4.5239	    13.3999	 5.7783	 4.7795	 17.2883	 18.2646	    NaN	 NaN	 NaN	 NaN	 25.5884	    1	 0.0400	 0	 2.764553e+03	 2.765103e+03	    2770.6876
2	 9	 1	 7	 1	    1	 10	 9	 4	 NaN	    4	 0	 0	 0	 -6.1119	    NaN	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 6.4818	    NaN	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 27.3221	    1	 0.0600	 0	 2.781256e+03	 2.782223e+03	    2783.9569
2	 9	 1	 8	 1	    2	 10	 9	 3	 NaN	    3	 0	 1	 1	 -7.8015	    1.9759	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 9.9242	    17.6634	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 29.3808	    1	 0.0800	 0	 2.791567e+03	 2.792109e+03	    2794.1673
2	 9	 1	 9	 1	    2	 10	 9	 4	 NaN	    4	 0	 7	 7	 -7.7878	    0.2500	 3.6994	 -4.8573	 -4.8573	 4.3369	    -5.9046	 7.8139	 NaN	 NaN	 15.0098	    15.6154	 7.4202	 17.9685	 4.8490	 15.6663	    10.8294	 6.9476	 NaN	 NaN	 37.8491	    1	 0.1000	 0	 2.802694e+03	 2.803619e+03	    2812.0876
2	 9	 1	 10	 1	    1	 10	 9	 3	 NaN	    3	 6	 0	 6	 4.0582	    7.8445	 -0.6632	 3.7219	 -2.1911	 -7.8113	    -4.5122	 NaN	 NaN	 NaN	 12.3975	    10.6490	 15.6541	 7.1063	 19.8531	 8.6585	    6.0615	 NaN	 NaN	 NaN	 39.2994	    1	 0.1200	 0	 2.819306e+03	 2.820173e+03	    2821.6228
2	 9	 1	 11	 1	    1	 10	 9	 4	 NaN	    4	 3	 0	 3	 1.7423	    5.7886	 -1.8427	 -4.5714	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 4.7807	    13.9583	 18.2769	 5.7521	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 41.5999	    1	 0.1400	 0	 2.832433e+03	 2.833184e+03	    2835.4840
2	 9	 1	 12	 1	    2	 10	 9	 3	 NaN	    4	 0	 3	 3	 -2.9834	    -0.8138	 3.0014	 7.9622	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 18.4334	    5.3845	 16.2602	 9.5265	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 47.5344	    0	 0.1200	 0	 2.845528e+03	 2.846153e+03	    2852.0873
2	 9	 1	 13	 1	    1	 10	 9	 4	 NaN	    4	 8	 0	 8	 7.9141	    5.5744	 6.6012	 -3.1210	 -3.7882	 2.8376	    -7.0325	 -0.7799	 -6.1455	 NaN	 13.5342	    8.5640	 4.2559	 15.6154	 19.5644	 13.1790	    11.7170	 4.8408	 7.3835	 NaN	 55.5777	    1	 0.1400	 0	 2.859197e+03	 2.860106e+03	    2868.1489
2	 9	 1	 14	 1	    2	 10	 9	 4	 NaN	    4	 0	 0	 0	 -7.6426	    NaN	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 16.0066	    NaN	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 57.3614	    1	 0.1600	 0	 2.875759e+03	 2.876417e+03	    2878.2009
2	 9	 1	 15	 1	    1	 10	 9	 4	 NaN	    4	 1	 0	 1	 3.4167	    -4.9399	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 17.8478	    10.9283	 NaN	 NaN	 NaN	 NaN	    NaN	 NaN	 NaN	 NaN	 58.7783	    1	 0.1800	 0	 2.884527e+03	 2.885152e+03	    2886.5692
