EyeLink specific 1,EyeLink specific 2,Timestamp fixation cross onset,Timestamp stimuli onset,Timestamp response
,,,0,5609.53903198
,,,0,1562.46113777
,,,0,1987.7269268
,,,0,1560.08791924
,,,0,3413.88106346
,,,0,2864.35508728
,,,0,2340.86298943
,,,0,2675.15492439
,,,0,5614.62402344
,,,0,2023.41103554
,,,0,3590.63601494
,,,0,1323.02188873
,,,0,2135.83993912
,,,0,3764.35399055
,,,0,2877.98690796
,,,0,3267.32087135
,,,0,2823.26316833
,,,0,1558.7580204
,,,0,2961.77816391
,,,0,1854.53009605
,,,0,4104.53414917
,,,0,2674.54600334
,,,0,3234.47704315
,,,0,1835.87002754
,,,0,1533.86378288
,,,0,4206.18891716
,,,0,4454.75697517
,,,0,2955.09505272
,,,0,2648.66495132
,,,0,5261.60907745
,,,0,4202.4230957
,,,0,1790.27318954
,,,0,5734.63201523
,,,0,1270.0510025
,,,0,2378.1080246
,,,0,2458.09793472
,,,0,1617.4390316
,,,0,2998.32892418
,,,0,2232.4411869
,,,0,3490.86499214
,,,0,4496.73199654
,,,0,4972.6729393
,,,0,1447.60203362
,,,0,2953.73797417
,,,0,3103.13487053
,,,0,3058.36796761
,,,0,3850.26717186
,,,0,3971.0650444
,,,0,1698.37999344
,,,0,2549.30877686
,,,0,1929.78286743
,,,0,1835.17599106
,,,0,1787.07003593
,,,0,2680.06396294
,,,0,2012.43400574
,,,0,1739.56418037
,,,0,3964.68305588
,,,0,2144.50883865
,,,0,3555.51409721
,,,0,2231.65893555
,,,0,2721.40717506
,,,0,1368.91818047
,,,0,4588.66786957
,,,0,1857.23495483
,,,0,5167.4478054
,,,0,1781.09407425
,,,0,1652.63080597
,,,0,3425.37283897
,,,0,2702.51607895
,,,0,2929.4219017
,,,0,2910.38203239
,,,0,3388.44490051
,,,0,1290.88306427
,,,0,1902.20499039
,,,0,4812.63208389
,,,0,2589.63298798
,,,0,1713.54389191
,,,0,4773.5979557
,,,0,2805.02510071
,,,0,3344.24114227
,,,0,2919.60692406
,,,0,2392.81105995
,,,0,5402.105093
,,,0,3916.64195061
,,,0,2391.53218269
,,,0,3445.36805153
,,,0,2224.67517853
,,,0,1530.54118156
,,,0,7040.95101357
,,,0,3363.99102211
,,,0,2772.79615402
,,,0,3386.1310482
,,,0,2992.96808243
,,,0,1874.46188927
,,,0,6926.10406876
,,,0,2506.50000572
,,,0,5805.90605736
,,,0,2673.65002632
,,,0,3705.05690575
,,,0,2608.09588432
,,,0,2334.77902412
,,,0,1386.33990288
,,,0,2953.24611664
,,,0,3181.36310577
,,,0,1619.75908279
,,,0,1379.94909286
,,,0,1594.38800812
,,,0,2452.87418365
,,,0,5048.72012138
,,,0,2060.66608429
,,,0,1655.86018562
,,,0,2624.67718124
,,,0,1723.40202332
,,,0,2681.79893494
,,,0,1474.34592247
,,,0,4355.81588745
,,,0,1430.31692505
,,,0,2664.11709785
,,,0,3158.93292427
,,,0,2519.17290688
,,,0,5182.70087242
,,,0,2851.38916969
,,,0,2252.46500969
,,,0,3750.74481964
,,,0,1464.92910385
,,,0,1745.22900581
,,,0,2479.53701019
,,,0,4393.02206039
,,,0,2127.92801857
,,,0,3051.85198784
,,,0,1390.13504982
,,,0,4230.45086861
,,,0,1573.14801216
,,,0,2645.30587196
,,,0,3807.45005608
,,,0,3036.72719002
,,,0,2943.65096092
,,,0,2003.64398956
,,,0,1874.80688095
,,,0,1732.90705681
,,,0,3392.78888702
,,,0,1681.64920807
,,,0,2390.69890976
,,,0,4067.89207458
,,,0,3804.49318886
,,,0,1773.08297157
,,,0,4592.01598167
,,,0,1644.24586296
,,,0,1408.55813026
,,,0,2317.62695312
,,,0,5611.78588867
,,,0,2257.15112686
,,,0,1832.98301697
,,,0,2063.32087517
,,,0,1646.47889137
,,,0,3327.95596123
,,,0,4420.80283165
,,,0,2526.57604218
,,,0,4010.49089432
,,,0,2657.99498558
,,,0,5129.56786156
,,,0,4338.60683441
,,,0,1364.10808563
,,,0,3299.72791672
,,,0,1776.56197548
,,,0,7447.5312233
,,,0,1775.4881382
,,,0,1415.80414772
,,,0,3510.8859539
,,,0,1239.50695992
,,,0,4695.12009621
