Timestamp Saccade Onset,Timestamp Saccade Offset,Exclude from Anlysis,Timestamp Saccade Onset (2),X coordinate saccade onset,Y coordinate saccade onset,Timestamp Saccade Offset (2),X coordinate saccade offset,Y coordinate saccade offset,Saccade duration,Saccade latency,Movement,Mean horizonal position,Std horizonal position,Mean vertical position,Std vertical position,Trial #
,1852.292776107788,0,,0.0,-6.72,1852.292776107788,4.3,6.88,,,1,4.3,0,6.88,0,108
2401.740789413452,3067.7719116210938,0,2401.740789413452,4.3,6.88,3067.7719116210938,-0.6,6.84,666.0311222076416,549.4480133056641,1,-0.6,0,6.84,0,108
3549.318790435791,4333.995819091797,0,3549.318790435791,-0.6,6.84,4333.995819091797,-6.1000000000000005,5.7,784.6770286560059,481.54687881469727,1,-6.1000000000000005,0,5.7,0,108
4766.05486869812,5334.235906600952,0,4766.05486869812,-6.1000000000000005,5.7,5334.235906600952,-1.54,3.68,568.181037902832,432.05904960632324,1,-1.54,0,3.68,0,108
6082.843780517578,6505.339860916138,0,6082.843780517578,-1.54,3.68,6505.339860916138,-3.2600000000000002,0.68,422.49608039855957,748.607873916626,1,-3.2600000000000002,0,0.68,0,108
7082.876920700073,,1,7082.876920700073,-3.2600000000000002,0.68,,,,,577.5370597839355,1,,0,,0,108
,1659.4691276550293,0,,0.0,-6.72,1659.4691276550293,-5.62,2.2600000000000002,,,1,-5.62,0,2.2600000000000002,0,109
2225.5070209503174,,1,2225.5070209503174,-5.62,2.2600000000000002,,,,,566.0378932952881,1,,0,,0,109
,1581.1378955841064,0,,0.0,-6.72,1581.1378955841064,3.2600000000000002,-5.08,,,1,3.2600000000000002,0,-5.08,0,110
2113.3780479431152,2714.23602104187,0,2113.3780479431152,3.2600000000000002,-5.08,2714.23602104187,2.1,6.5,600.8579730987549,532.2401523590088,1,2.1,0,6.5,0,110
3182.9559803009033,3832.5929641723633,0,3182.9559803009033,2.1,6.5,3832.5929641723633,-1.2,6.84,649.63698387146,468.7199592590332,1,-1.2,0,6.84,0,110
4263.611078262329,4681.883096694946,0,4263.611078262329,-1.2,6.84,4681.883096694946,-4.0200000000000005,4.86,418.2720184326172,431.0181140899658,1,-4.0200000000000005,0,4.86,0,110
5280.482053756714,,1,5280.482053756714,-4.0200000000000005,4.86,,,,,598.5989570617676,1,,0,,0,110
,875.8659362792969,0,,0.0,-6.72,875.8659362792969,-3.06,-5.22,,,1,-3.06,0,-5.22,0,111
1356.1079502105713,1856.8599224090576,0,1356.1079502105713,-3.06,-5.22,1856.8599224090576,-2.38,0.98,500.7519721984863,480.2420139312744,1,-2.38,0,0.98,0,111
2304.3768405914307,2953.1538486480713,0,2304.3768405914307,-2.38,0.98,2953.1538486480713,1.98,1.46,648.7770080566406,447.51691818237305,1,1.98,0,1.46,0,111
3553.464889526367,,1,3553.464889526367,1.98,1.46,,,,,600.3110408782959,1,,0,,0,111
,1331.916093826294,0,,0.0,-6.72,1331.916093826294,3.94,-3.52,,,1,3.94,0,-3.52,0,112
1813.2920265197754,,1,1813.2920265197754,3.94,-3.52,,,,,481.37593269348145,1,,0,,0,112
,1134.964942932129,0,,0.0,-6.72,1134.964942932129,0.68,-0.5,,,1,0.68,0,-0.5,0,113
1600.3429889678955,2302.8600215911865,0,1600.3429889678955,0.68,-0.5,2302.8600215911865,6.1000000000000005,-0.9,702.517032623291,465.3780460357666,1,6.1000000000000005,0,-0.9,0,113
2883.9731216430664,,1,2883.9731216430664,6.1000000000000005,-0.9,,,,,581.1131000518799,1,,0,,0,113
,922.2581386566162,0,,0.0,-6.72,922.2581386566162,0.9,0.9400000000000001,,,1,0.9,0,0.9400000000000001,0,114
1388.1680965423584,2056.610107421875,0,1388.1680965423584,0.9,0.9400000000000001,2056.610107421875,-5.84,-4.72,668.4420108795166,465.9099578857422,1,-5.84,0,-4.72,0,114
2488.326072692871,,1,2488.326072692871,-5.84,-4.72,,,,,431.7159652709961,1,,0,,0,114
,943.5181617736816,0,,0.0,-6.72,943.5181617736816,0.1,-1.78,,,1,0.1,0,-1.78,0,115
1360.3191375732422,,1,1360.3191375732422,0.1,-1.78,,,,,416.80097579956055,1,,0,,0,115
,1770.2600955963135,0,,0.0,-6.72,1770.2600955963135,0.44,1.8,,,1,0.44,0,1.8,0,116
2218.5308933258057,2771.250009536743,0,2218.5308933258057,0.44,1.8,2771.250009536743,1.24,-1.76,552.7191162109375,448.2707977294922,1,1.24,0,-1.76,0,116
3302.762031555176,,1,3302.762031555176,1.24,-1.76,,,,,531.5120220184326,1,,0,,0,116
,1028.6221504211426,0,,0.0,-6.72,1028.6221504211426,0.46,-0.86,,,1,0.46,0,-0.86,0,117
1495.0010776519775,2296.2169647216797,0,1495.0010776519775,0.46,-0.86,2296.2169647216797,6.28,2.66,801.2158870697021,466.37892723083496,1,6.28,0,2.66,0,117
2761.8370056152344,,1,2761.8370056152344,6.28,2.66,,,,,465.6200408935547,1,,0,,0,117
,1387.8350257873535,0,,0.0,-6.72,1387.8350257873535,-3.2600000000000002,3.66,,,1,-3.2600000000000002,0,3.66,0,118
1909.412145614624,,1,1909.412145614624,-3.2600000000000002,3.66,,,,,521.5771198272705,1,,0,,0,118
,1021.15797996521,0,,0.0,-6.72,1021.15797996521,0.9,-1.26,,,1,0.9,0,-1.26,0,119
1500.8280277252197,2300.839900970459,0,1500.8280277252197,0.9,-1.26,2300.839900970459,-1.1,5.94,800.0118732452393,479.67004776000977,1,-1.1,0,5.94,0,119
2734.808921813965,,1,2734.808921813965,-1.1,5.94,,,,,433.96902084350586,1,,0,,0,119
,1031.170129776001,0,,0.0,-6.72,1031.170129776001,1.4000000000000001,0.78,,,1,1.4000000000000001,0,0.78,0,120
1497.5521564483643,2914.160966873169,0,1497.5521564483643,1.4000000000000001,0.78,2914.160966873169,-4.32,0.32,1416.6088104248047,466.3820266723633,1,-4.32,0,0.32,0,120
3413.1150245666504,,1,3413.1150245666504,-4.32,0.32,,,,,498.95405769348145,1,,0,,0,120
,1232.433795928955,0,,0.0,-6.72,1232.433795928955,1.6,-2.6,,,1,1.6,0,-2.6,0,121
1795.7568168640137,,1,1795.7568168640137,1.6,-2.6,,,,,563.3230209350586,1,,0,,0,121
,1126.3160705566406,0,,0.0,-6.72,1126.3160705566406,2.04,1.3800000000000001,,,1,2.04,0,1.3800000000000001,0,122
