EyeLink specific 1,EyeLink specific 2,Timestamp fixation cross onset,Timestamp stimuli onset,Timestamp response
,,,0,1817.07406044
,,,0,2324.96595383
,,,0,2788.09404373
,,,0,1719.56896782
,,,0,1545.93586922
,,,0,4054.58188057
,,,0,1493.4899807
,,,0,1607.86104202
,,,0,3450.38604736
,,,0,4484.18617249
,,,0,1697.18885422
,,,0,3323.32992554
,,,0,2850.82292557
,,,0,1756.73604012
,,,0,3590.94309807
,,,0,2181.01596832
,,,0,1709.66410637
,,,0,3784.92307663
,,,0,1958.77194405
,,,0,3266.95299149
,,,0,1470.25513649
,,,0,4941.18094444
,,,0,1531.08406067
,,,0,1662.00089455
,,,0,3616.91594124
,,,0,3457.84807205
,,,0,4158.61201286
,,,0,1926.34296417
,,,0,3071.18296623
,,,0,2655.55310249
,,,0,1492.38491058
,,,0,1446.54011726
,,,0,2917.99497604
,,,0,2926.3279438
,,,0,2124.77517128
,,,0,2605.72695732
,,,0,2823.37403297
,,,0,1719.91491318
,,,0,2498.22711945
,,,0,3523.14186096
,,,0,1557.99102783
,,,0,3275.98500252
,,,0,1564.78118896
,,,0,2699.54800606
,,,0,2667.25611687
,,,0,1298.03800583
,,,0,1762.40301132
,,,0,2545.02296448
,,,0,1389.34516907
,,,0,3454.32186127
,,,0,5456.16316795
,,,0,1561.87295914
,,,0,2032.09900856
,,,0,8046.54097557
,,,0,3356.66894913
,,,0,1963.39201927
,,,0,3883.63099098
,,,0,1787.74881363
,,,0,1833.43291283
,,,0,1606.27603531
,,,0,1761.35706902
,,,0,1669.75498199
,,,0,1446.58088684
,,,0,1592.22221375
,,,0,1742.67506599
,,,0,2072.19982147
,,,0,2852.03003883
,,,0,2835.29996872
,,,0,1676.53107643
,,,0,2456.86197281
,,,0,1697.91293144
,,,0,1648.52118492
,,,0,3947.88599014
,,,0,1358.70218277
,,,0,2664.66999054
,,,0,2417.00792313
,,,0,1439.35704231
,,,0,1483.43896866
,,,0,1456.0110569
,,,0,1701.24316216
,,,0,3700.09708405
,,,0,2332.94987679
,,,0,1643.02301407
,,,0,3802.14309692
,,,0,1407.22179413
,,,0,2643.7561512
,,,0,3798.02703857
,,,0,1589.40505981
,,,0,3722.7370739
,,,0,2863.21520805
,,,0,5313.15684319
,,,0,1698.05288315
,,,0,2747.01595306
,,,0,1970.71385384
,,,0,1454.01406288
,,,0,2060.20784378
,,,0,1349.96700287
,,,0,2656.81195259
,,,0,4002.84385681
,,,0,2689.01395798
,,,0,1879.4631958
,,,0,2305.91797829
,,,0,1721.60482407
,,,0,5086.74407005
,,,0,2853.15203667
,,,0,2544.52991486
,,,0,1629.50611115
,,,0,1398.18382263
,,,0,2891.63398743
,,,0,3130.58400154
,,,0,1197.73387909
,,,0,1488.59500885
,,,0,3747.19381332
,,,0,2051.65100098
,,,0,1529.62684631
,,,0,2684.83519554
,,,0,3448.70901108
,,,0,1963.36078644
,,,0,3607.34510422
,,,0,4690.32406807
,,,0,1685.09507179
,,,0,6315.78207016
,,,0,3495.21303177
,,,0,2737.46705055
,,,0,3361.15789413
,,,0,2317.21782684
,,,0,1540.64512253
,,,0,1866.21809006
,,,0,3821.32911682
,,,0,1641.4270401
,,,0,2647.70817757
,,,0,1549.9689579
,,,0,2368.92795563
,,,0,2525.07901192
,,,0,5228.069067
,,,0,1356.98580742
,,,0,2325.1478672
,,,0,1564.34893608
,,,0,2373.50296974
,,,0,2596.74787521
,,,0,4245.29600143
,,,0,1550.73595047
,,,0,3682.50989914
,,,0,2303.7750721
,,,0,1410.52389145
,,,0,6090.62719345
,,,0,1478.30486298
,,,0,5609.24315453
,,,0,2521.81696892
,,,0,2543.54286194
,,,0,1769.11282539
,,,0,2692.27814674
,,,0,1595.24989128
,,,0,4294.92783546
,,,0,1673.27213287
,,,0,1696.00009918
,,,0,1558.6400032
,,,0,4820.61481476
,,,0,2480.43608665
,,,0,3172.30606079
,,,0,1418.06197166
,,,0,1535.71987152
,,,0,5212.06498146
,,,0,1337.04590797
,,,0,2601.3481617
,,,0,1458.06217194
,,,0,1634.18507576
,,,0,1489.05706406
,,,0,1177.02293396
,,,0,2118.8249588
,,,0,1385.7820034
,,,0,2517.81010628
,,,0,3342.59915352
,,,0,1908.60795975
,,,0,1478.60884666
,,,0,1407.7899456
,,,0,2373.61502647
,,,0,2730.99184036
,,,0,2675.0369072
,,,0,1271.10409737
,,,0,1658.08010101
,,,0,2339.63108063
,,,0,1429.83293533
,,,0,2544.81697083
,,,0,2233.46805573
,,,0,1588.6900425
,,,0,2949.1519928
,,,0,1371.90318108
,,,0,2508.91399384
,,,0,2414.86692429
,,,0,3514.78695869
,,,0,4763.29302788
