VP #,Exp #,Block #,Trial #,# targets/trial,Target difficulty,Difficulty level easy target,Difficulty level difficult target,Gap location easy/shown target,Gap location difficult target,Reported gap location,# easy distractors,# difficult distractors,# all distractors,stim_1 x,stim_2 x,stim_3 x,stim_4 x,stim_5 x,stim_6 x,stim_7 x,stim_8 x,stim_9 x,stim_10 x,stim_1 y,stim_2 y,stim_3 y,stim_4 y,stim_5 y,stim_6 y,stim_7 y,stim_8 y,stim_9 y,stim_10 y,Cumulative timer,Hit,Score,Fixation error
1,1,1,144,2,,9,7,4,2,2,6,2,8,-6.18,0.8200000000000001,5.76,-5.7,-3.72,5.0200000000000005,0.32,-2.5,-3.48,2.74,6.0200000000000005,1.18,-3.46,-2.48,0.46,1.72,4.72,-4.54,3.64,-1.5,1.8170740600000386,1,0.02,
1,1,1,145,2,,9,7,4,3,3,6,2,8,-4.54,2.52,-2.86,0.04,6.0200000000000005,3.38,-5.82,0.42,-5.26,3.98,-5.18,6.3,0.62,3.34,0.7000000000000001,3.14,-1.92,-2.64,5.9,-3.4,4.142040014000031,1,0.04,
1,1,1,146,2,,9,7,2,1,2,4,4,8,5.5600000000000005,2.14,-2.58,-4.74,0.74,3.16,-6.16,5.5600000000000005,6.26,-4.1,-4.82,-4.34,-4.62,-2.1,4.14,6.5600000000000005,2.64,2.54,-1.7,5.26,6.9301340580000215,1,0.06,
1,1,1,147,2,,9,7,1,3,1,3,5,8,5.84,5.94,-1.94,-4.88,-1.56,-2.6,-5.74,-6.0600000000000005,1.7,3.86,-5.44,2.32,6.5600000000000005,3.3000000000000003,1.08,-4.08,6.34,-4.04,1.3800000000000001,5.9,8.649703025999997,1,0.08,
1,1,1,148,2,,9,7,1,4,1,1,7,8,0.86,-2.7800000000000002,-6.18,5.1000000000000005,1.62,-3.7600000000000002,-1.3800000000000001,4.84,2.92,-4.88,6.12,-1.6400000000000001,0.8,0.58,-1.18,6.34,2.74,6.96,3.24,-4.0,10.195638895000002,1,0.1,
1,1,1,149,2,,9,7,2,4,4,6,2,8,-6.26,1.7,0.54,-4.86,-1.94,-3.3000000000000003,5.78,3.9,-0.74,-5.8,-4.88,5.5600000000000005,-3.22,-0.34,5.7,-3.56,6.22,-0.44,1.6,3.84,14.250220775999992,1,0.12,
1,1,1,150,2,,9,7,2,3,2,0,8,8,-5.64,0.64,-5.68,-0.8200000000000001,3.14,-0.54,4.42,6.04,2.38,-5.68,-4.72,4.28,0.22,1.02,-2.1,-2.66,5.88,-0.1,1.28,6.84,15.743710756000041,1,0.14,
1,1,1,151,2,,9,7,1,3,3,8,0,8,-4.62,5.9,1.98,2.1,-4.8,5.0600000000000005,-1.48,-3.68,3.36,0.08,1.3800000000000001,6.12,6.78,-4.38,4.92,-1.32,5.5200000000000005,-3.58,3.86,-1.02,17.35157179800001,1,0.16,
1,1,1,152,2,,9,7,2,1,1,5,3,8,5.28,-5.08,5.6000000000000005,3.8000000000000003,1.36,-1.96,-6.2,-5.76,3.58,0.6,-5.48,4.34,-1.34,3.06,-3.5,6.24,-5.34,1.0,6.48,4.3,20.801957845999993,1,0.18,
1,1,1,153,2,,9,7,4,1,2,5,3,8,1.96,-5.9,-5.5,-2.0,5.34,3.54,5.54,2.58,0.56,-4.18,-4.0,-4.86,1.42,1.18,-3.66,5.44,2.9,-0.9,6.86,6.3,25.286144018000016,0,0.16,
1,1,1,154,2,,9,7,1,3,1,0,8,8,-1.82,6.3,3.18,-4.48,-2.04,2.94,-5.48,1.04,1.46,5.1000000000000005,-3.44,-1.32,-4.22,-1.3,1.2,-0.04,-4.7,6.0,2.7600000000000002,5.1000000000000005,26.983332872000005,1,0.18,
1,1,1,155,2,,9,7,1,4,4,7,1,8,4.66,2.46,4.5,-1.24,-5.2,-2.2,-1.58,2.96,-5.34,-5.8,2.22,4.64,-4.72,6.28,6.98,2.2,-2.46,-1.04,-1.94,2.4,30.30666279799999,1,0.2,
1,1,1,156,2,,9,7,3,1,3,3,5,8,-5.24,-3.14,4.78,6.3,2.5,5.9,3.36,-1.44,-4.7,2.7,2.3000000000000003,7.12,-5.5200000000000005,-1.1,6.34,5.96,2.36,-2.06,-2.88,-2.18,33.157485723000036,1,0.22,
1,1,1,157,2,,9,7,2,1,1,7,1,8,-6.08,0.4,5.74,-5.74,4.46,-3.54,-2.96,0.22,-4.34,2.56,6.62,0.68,3.8200000000000003,-1.82,-0.84,-4.22,7.0600000000000005,-2.98,1.22,3.68,34.91422176399999,1,0.24,
1,1,1,158,2,,9,7,2,1,1,5,3,8,2.58,2.88,-4.78,-0.68,-0.22,-5.0200000000000005,0.64,-3.96,5.0600000000000005,5.44,6.44,-2.98,0.5,6.22,-2.4,4.26,2.3000000000000003,-2.7800000000000002,0.5,5.04,38.50516486199996,1,0.26,
1,1,1,159,2,,9,7,2,4,4,2,6,8,0.6,-5.78,3.56,-1.96,3.88,-4.78,-1.6600000000000001,6.28,-1.4000000000000001,2.6,4.54,-3.64,6.66,2.66,1.9000000000000001,6.12,7.0200000000000005,4.78,-3.2800000000000002,-3.42,40.68618083000001,1,0.28,
1,1,1,160,2,,9,7,2,3,3,8,0,8,-5.5,-3.72,2.12,-5.22,4.44,-6.32,5.54,3.46,-2.7800000000000002,0.22,-5.26,5.5,7.0,2.08,-5.46,-1.46,6.5600000000000005,0.34,-3.62,-1.6400000000000001,42.395844936,1,0.3,
1,1,1,161,2,,9,7,3,1,1,4,4,8,6.2,-2.46,-5.44,-6.08,4.68,-1.6,1.74,-6.0600000000000005,-1.36,5.18,-4.96,3.06,-4.24,5.48,6.5200000000000005,-1.06,3.44,1.9000000000000001,7.0600000000000005,0.5,46.18076801300003,1,0.32,
1,1,1,162,2,,9,7,2,1,1,4,4,8,-4.22,5.82,5.26,-5.16,4.1,0.12,-3.3200000000000003,-4.44,2.46,3.04,-1.18,3.04,-1.82,1.9000000000000001,6.24,4.32,5.4,-4.5200000000000005,-4.1,0.56,48.13953995700001,1,0.34,
1,1,1,163,2,,9,7,3,2,1,7,1,8,4.92,0.06,-5.32,4.18,-1.26,-2.42,-3.2600000000000002,3.04,-5.96,-2.4,3.7800000000000002,5.24,-1.92,6.96,-0.76,-4.58,7.1000000000000005,0.54,2.06,3.2,51.40649294899998,0,0.32,
1,1,1,164,2,,9,7,4,2,2,8,0,8,-5.38,-2.68,5.96,0.5,-4.96,5.5,1.5,-5.34,-0.56,4.8,5.18,-2.22,4.74,-2.82,-4.74,-1.92,4.42,0.92,1.86,1.34,52.87674808500003,1,0.34,
1,1,1,165,2,,9,7,3,1,3,4,4,8,6.28,-0.7000000000000001,-5.9,5.5600000000000005,5.5,1.4000000000000001,-2.2800000000000002,3.58,-4.0600000000000005,-3.98,-1.56,5.5200000000000005,1.8800000000000001,-5.4,4.1,-3.12,-0.24,0.38,5.36,-3.06,57.81792902899997,1,0.36,
1,1,1,166,2,,9,7,4,3,4,0,8,8,0.14,-2.74,6.22,5.88,-3.66,6.140000000000001,-6.32,2.5,4.24,2.7,6.82,-4.36,6.94,-4.5,7.0200000000000005,0.68,1.16,-3.36,3.92,0.5,59.34901309000003,1,0.38,
1,1,1,167,2,,9,7,1,2,1,0,8,8,5.84,-4.92,6.28,5.46,0.66,3.1,2.94,-2.34,-6.26,-1.08,6.46,3.72,-5.22,0.64,0.3,-3.1,4.82,-3.1,-4.28,5.0600000000000005,61.011013985000034,1,0.4,
1,1,1,168,2,,9,7,4,1,1,5,3,8,-2.7600000000000002,5.34,-1.36,1.34,-4.8,5.86,3.74,-4.82,2.6,4.6000000000000005,2.4,-4.5,-1.82,6.140000000000001,-4.32,0.8200000000000001,-1.74,5.58,2.68,7.12,64.62792992600004,1,0.42,
1,1,1,169,2,,9,7,4,3,4,3,5,8,4.28,-4.62,5.78,5.54,0.9400000000000001,-1.44,0.78,-5.4,-3.02,-4.44,-2.34,7.0600000000000005,1.58,-5.24,-3.46,6.04,1.8,3.2800000000000002,-4.34,0.12,68.08577799799997,1,0.44,
1,1,1,170,2,,9,7,4,3,4,2,6,8,6.3,3.5,3.7,-0.62,-3.2,0.1,0.64,5.2,-4.7,-4.94,5.68,3.42,-4.08,-2.7800000000000002,-0.62,2.04,6.7,0.32,6.32,2.72,72.24439001100001,1,0.46,
1,1,1,171,2,,9,7,1,2,2,6,2,8,-5.68,-0.52,-3.86,5.74,5.92,-3.64,6.32,3.36,0.4,0.74,0.04,6.640000000000001,7.0200000000000005,-5.36,4.32,3.08,-1.22,6.4,2.96,-1.5,74.17073297499996,1,0.48,
1,1,1,172,2,,9,7,3,2,3,3,5,8,-5.64,-0.92,2.74,2.56,-0.16,2.32,-5.28,5.5,-5.6000000000000005,-1.6,2.38,5.6000000000000005,-3.14,6.3,-1.62,1.52,6.26,4.0200000000000005,-3.94,1.84,77.241915941,1,0.5,
