VP #,Exp #,Block #,Trial #,# targets/trial,Target difficulty,Difficulty level easy target,Difficulty level difficult target,Gap location easy/shown target,Gap location difficult target,Reported gap location,# easy distractors,# difficult distractors,# all distractors,stim_1 x,stim_2 x,stim_3 x,stim_4 x,stim_5 x,stim_6 x,stim_7 x,stim_8 x,stim_9 x,stim_10 x,stim_1 y,stim_2 y,stim_3 y,stim_4 y,stim_5 y,stim_6 y,stim_7 y,stim_8 y,stim_9 y,stim_10 y,Cumulative timer,Hit,Score,Fixation error
4,1,1,158,2,,9,7,1,2,1,1,7,8,-5.12,-5.0600000000000005,-2.48,3.6,3.66,1.24,-6.0200000000000005,3.34,5.04,-2.06,4.6000000000000005,0.36,7.1000000000000005,4.42,-4.94,0.98,-3.16,-1.68,1.6,-2.08,1.351647139000022,1,0.02,
4,1,1,159,2,,9,7,2,4,2,4,4,8,2.1,-5.7,-5.98,-2.32,-2.18,1.28,5.28,-5.7,5.64,2.7600000000000002,6.640000000000001,1.44,4.92,-3.96,5.88,-0.92,-0.6,-4.08,3.62,-4.36,6.65942215900003,1,0.04,
4,1,1,160,2,,9,7,3,2,3,1,7,8,1.84,-2.22,-3.7,4.48,4.18,-4.78,5.34,1.24,-2.06,1.02,-2.5,4.82,-5.04,0.34,-5.48,-0.7000000000000001,3.54,0.64,1.1,5.22,8.748798132000047,1,0.06,
4,1,1,161,2,,9,7,4,2,4,1,7,8,-0.66,-5.0200000000000005,0.58,3.88,5.96,4.16,-4.0600000000000005,-5.04,3.08,-3.6,6.96,7.12,3.2600000000000002,2.18,-1.6,5.68,-5.0,3.6,-3.38,-0.56,10.118678093000028,1,0.08,
4,1,1,162,2,,9,7,1,2,1,5,3,8,3.3000000000000003,-6.22,2.32,4.0600000000000005,-2.1,-4.86,-0.38,-0.24,-5.9,5.5600000000000005,1.74,-4.5600000000000005,-1.84,5.26,7.08,4.18,1.18,4.36,0.6,-2.7,14.841655015999947,1,0.1,
4,1,1,163,2,,9,7,3,4,4,6,2,8,-2.94,1.3,6.0200000000000005,5.16,4.0200000000000005,0.92,5.46,-6.04,-1.44,-5.2,5.74,6.54,-1.16,5.6000000000000005,1.32,-0.76,-4.3,-0.34,2.94,-3.8000000000000003,16.835898876000044,1,0.12,
4,1,1,164,2,,9,7,2,4,2,4,4,8,-6.12,6.28,3.8000000000000003,-5.88,0.86,-3.2800000000000002,0.98,3.84,5.28,-3.48,4.72,-2.92,6.22,-0.36,-1.2,2.42,4.22,-5.1000000000000005,2.2800000000000002,-3.46,19.639541864000023,1,0.14,
4,1,1,165,2,,9,7,3,4,3,2,6,8,-5.5,-6.22,4.78,-5.62,-2.42,5.44,5.28,-0.8200000000000001,1.6600000000000001,0.88,-1.1400000000000001,-4.76,-3.62,3.46,-2.62,-0.02,6.82,5.86,-3.2,2.86,20.97966384900002,1,0.16,
4,1,1,166,2,,9,7,1,2,2,6,2,8,3.16,-5.62,-1.02,5.14,2.72,-3.24,1.8,6.32,-4.2,1.8800000000000001,-0.98,4.32,-2.52,-4.28,7.12,1.92,2.82,2.14,-3.16,-4.04,22.621655940999972,1,0.18,
4,1,1,167,2,,9,7,3,1,1,5,3,8,-4.18,-5.44,4.94,1.34,4.72,-5.5600000000000005,-2.06,-3.34,-0.2,4.22,-4.82,-1.4000000000000001,5.76,5.44,-3.04,4.26,5.42,0.9400000000000001,1.08,0.22,24.491794825,1,0.2,
4,1,1,168,2,,9,7,3,1,2,7,1,8,0.42,5.74,-2.96,4.24,5.7,-6.24,-1.4000000000000001,0.46,4.82,1.42,-3.2800000000000002,-5.14,4.1,-1.56,5.5600000000000005,1.54,-0.5,6.82,1.96,1.86,26.13836789100003,0,0.18,
4,1,1,169,2,,9,7,4,3,4,0,8,8,2.7600000000000002,-0.24,-6.0200000000000005,-4.9,-3.46,-3.0,1.1400000000000001,3.34,-6.32,4.26,-3.72,6.28,6.66,0.48,-2.98,3.8200000000000003,-0.02,2.68,-4.7,6.12,27.830859900000007,1,0.2,
4,1,1,170,2,,9,7,3,4,3,3,5,8,-4.0,-0.8,2.1,-1.26,-5.28,-3.7,1.1400000000000001,1.54,2.96,4.34,-0.64,5.5600000000000005,6.96,1.5,-4.5200000000000005,3.66,-1.3,3.46,-4.9,1.6,29.652085065999984,1,0.22,
4,1,1,171,2,,9,7,1,4,4,4,4,8,-0.52,4.16,4.16,1.0,0.88,5.0,-3.66,-5.34,-6.26,4.5600000000000005,-2.86,-5.18,1.92,5.66,0.28,-1.1400000000000001,-1.82,4.16,-4.48,5.66,31.370923996000045,1,0.24,
4,1,1,172,2,,9,7,2,4,3,8,0,8,-2.88,5.42,-5.54,1.18,-6.04,-0.64,-3.84,-4.98,5.94,4.6000000000000005,0.06,6.94,3.12,5.1000000000000005,-0.34,-2.36,-3.54,6.640000000000001,3.56,-4.46,33.13554000900001,0,0.22,
4,1,1,173,2,,9,7,3,1,3,0,8,8,-4.9,5.58,2.84,-1.82,1.78,5.16,-4.76,-2.24,6.3,-3.46,-0.86,-0.32,-1.98,5.12,6.04,-5.1000000000000005,3.54,1.48,6.98,-4.04,34.804381847,1,0.24,
4,1,1,174,2,,9,7,3,4,3,3,5,8,5.4,-0.88,-1.52,2.18,5.86,-5.0200000000000005,-5.82,-2.74,-5.74,2.24,-4.58,0.66,5.0200000000000005,-4.0200000000000005,-0.8200000000000001,-0.4,5.72,-3.2,-4.76,2.42,37.27263498299999,1,0.26,
4,1,1,175,2,,9,7,1,3,3,7,1,8,6.1000000000000005,6.1000000000000005,-4.14,3.1,-5.3,-4.4,1.92,4.44,-0.34,6.3,6.6000000000000005,-4.88,5.42,-1.58,-2.34,1.4000000000000001,6.0,1.94,3.24,-0.74,38.66337704699998,1,0.28,
4,1,1,176,2,,9,7,1,2,2,0,8,8,-5.82,2.74,4.76,0.48,-2.18,-5.74,-2.7,3.2,-1.7,-3.98,0.6,1.58,-4.54,4.2,-4.24,-3.44,-0.8,-1.62,6.76,4.0200000000000005,40.48635602000002,1,0.3,
4,1,1,177,2,,9,7,1,3,1,2,6,8,-2.96,4.46,2.4,5.5600000000000005,3.46,-1.72,1.46,-0.96,-5.0200000000000005,1.34,-2.48,-0.7000000000000001,1.84,4.6000000000000005,-4.32,7.12,6.62,3.18,0.04,-1.3800000000000001,43.370625019000045,1,0.32,
4,1,1,178,2,,9,7,2,1,1,6,2,8,-4.86,3.0,0.22,6.0,-1.94,-4.62,-0.5,-5.86,5.84,2.2600000000000002,-4.98,2.4,-1.54,-2.68,5.54,-1.74,2.66,1.46,6.96,-3.96,44.93334388699998,1,0.34,
4,1,1,179,2,,9,7,4,2,1,6,2,8,-1.42,-1.36,1.96,6.18,0.9,1.32,-4.78,4.4,-4.78,4.5600000000000005,6.74,2.36,1.44,0.84,-1.96,4.94,-3.48,-3.2600000000000002,5.94,5.18,48.38560676599997,0,0.32,
4,1,1,180,2,,9,7,2,4,1,4,4,8,-1.24,-6.1000000000000005,-3.74,4.76,-4.76,-6.08,3.66,3.8000000000000003,-0.72,-3.44,1.26,-3.36,6.94,-3.66,-0.2,4.08,4.86,0.08,4.64,-5.3,53.26980590799997,0,0.3,
4,1,1,181,2,,9,7,2,4,2,2,6,8,1.18,2.72,-5.68,3.14,6.140000000000001,5.82,0.78,-3.7800000000000002,6.26,-3.38,-1.46,-4.96,3.48,1.2,2.9,-4.12,4.12,-4.4,7.12,6.74,56.846346855000036,1,0.32,
