Timestamp Saccade Onset,Timestamp Saccade Offset,Exclude from Anlysis,Timestamp Saccade Onset (2),X coordinate saccade onset,Y coordinate saccade onset,Timestamp Saccade Offset (2),X coordinate saccade offset,Y coordinate saccade offset,Saccade duration,Saccade latency,Movement,Mean horizonal position,Std horizonal position,Mean vertical position,Std vertical position,Trial #
,27114.641904830933,0,,0.0,-6.72,27114.641904830933,-2.08,-3.48,,,1,-2.08,0,-3.48,0,1
27482.00297355652,,1,27482.00297355652,-2.08,-3.48,,,,,367.36106872558594,1,,0,,0,1
,6048.511981964111,0,,0.0,-6.72,6048.511981964111,6.26,0.88,,,1,6.26,0,0.88,0,2
6732.413053512573,,1,6732.413053512573,6.26,0.88,,,,,683.9010715484619,1,,0,,0,2
,2261.7599964141846,0,,0.0,-6.72,2261.7599964141846,2.14,-0.64,,,1,2.14,0,-0.64,0,3
2928.389072418213,4247.19500541687,0,2928.389072418213,2.14,-0.64,4247.19500541687,-3.88,-1.08,1318.8059329986572,666.6290760040283,1,-3.88,0,-1.08,0,3
4861.860990524292,5813.112020492554,0,4861.860990524292,-3.88,-1.08,5813.112020492554,-6.3,2.2800000000000002,951.2510299682617,614.6659851074219,1,-6.3,0,2.2800000000000002,0,3
6644.892930984497,,1,6644.892930984497,-6.3,2.2800000000000002,,,,,831.7809104919434,1,,0,,0,3
,1903.5699367523193,0,,0.0,-6.72,1903.5699367523193,2.48,-0.36,,,1,2.48,0,-0.36,0,4
2434.2849254608154,2952.1830081939697,0,2434.2849254608154,2.48,-0.36,2952.1830081939697,-2.22,-3.74,517.8980827331543,530.7149887084961,1,-2.22,0,-3.74,0,4
3517.7199840545654,4453.342914581299,0,3517.7199840545654,-2.22,-3.74,4453.342914581299,-1.74,2.32,935.6229305267334,565.5369758605957,1,-1.74,0,2.32,0,4
5001.249074935913,5554.817914962769,0,5001.249074935913,-1.74,2.32,5554.817914962769,1.6600000000000001,5.58,553.5688400268555,547.9061603546143,1,1.6600000000000001,0,5.58,0,4
